年,月,日,レース場番号,レース番号,着順,勝敗,枠番,選手登番,年齢,体重,級別,全国勝率,モーター2連率,ボート2連率,コース別複勝率,コース別平均スタート順位,コース別1着回数,コース別2着回数,1着回数,2着回数
2025,2,20,12,6,2.0,1.0,3,4522,37,54,A1,5.97,32.16,29.83,40.0,2.1,1.0,5.0,26.0,18.0
2025,2,20,12,6,5.0,0.0,4,3444,55,52,B1,4.09,25.13,28.11,25.0,2.1,2.0,2.0,7.0,12.0
2025,2,20,12,6,6.0,0.0,5,4300,41,52,B1,5.21,28.14,30.85,0.0,4.1,0.0,0.0,9.0,10.0
2025,2,20,12,6,4.0,0.0,6,3746,49,52,A2,5.62,47.83,28.34,30.0,4.0,0.0,6.0,25.0,41.0
2025,2,20,12,7,1.0,1.0,1,3327,57,52,A2,5.78,33.33,39.34,88.8,2.5,11.0,5.0,19.0,27.0
2025,2,20,12,7,2.0,1.0,2,4826,30,52,A1,7.09,32.98,31.84,62.5,3.0,9.0,6.0,62.0,17.0
2025,2,20,12,7,4.0,0.0,3,4372,37,46,A2,4.71,38.71,30.53,23.0,3.2,1.0,2.0,10.0,12.0
2025,2,20,12,7,5.0,0.0,4,3860,51,52,B1,4.44,43.78,39.05,6.2,4.3,0.0,1.0,4.0,15.0
2025,2,20,12,7,3.0,0.0,5,4054,46,52,B1,4.57,48.65,33.52,0.0,3.7,0.0,0.0,12.0,12.0
2025,2,20,12,7,6.0,0.0,6,4498,37,55,B1,5.27,34.18,37.02,5.8,4.2,0.0,1.0,20.0,13.0
2025,2,20,12,8,1.0,1.0,1,3882,51,55,A2,5.2,35.6,38.8,72.4,2.6,18.0,3.0,27.0,28.0
2025,2,20,12,8,3.0,0.0,2,4358,40,51,B1,4.16,39.15,33.7,26.3,4.4,0.0,5.0,9.0,16.0
2025,2,20,12,8,5.0,0.0,3,4984,28,51,B1,5.28,32.0,38.64,40.0,3.0,1.0,7.0,12.0,21.0
2025,2,20,12,8,2.0,1.0,4,3744,50,53,A1,6.72,36.08,32.26,54.5,1.8,6.0,6.0,45.0,30.0
2025,2,20,12,8,4.0,0.0,5,3527,54,53,B1,5.39,30.65,27.81,13.0,3.7,1.0,2.0,14.0,21.0
2025,2,20,12,8,6.0,0.0,6,5297,22,53,B2,1.62,25.89,33.69,0.0,4.6,0.0,0.0,0.0,1.0
2025,2,20,12,9,1.0,1.0,1,4189,43,54,A2,5.71,31.0,32.42,82.2,3.1,31.0,6.0,39.0,32.0
2025,2,20,12,9,5.0,0.0,2,4431,38,52,B1,5.08,27.55,32.45,23.5,2.8,1.0,3.0,15.0,17.0
2025,2,20,12,9,2.0,1.0,3,4488,38,54,A1,6.25,23.74,33.7,26.6,2.7,0.0,4.0,27.0,33.0
2025,2,20,12,9,3.0,0.0,4,4664,41,55,B1,3.83,32.99,28.72,17.6,4.2,1.0,2.0,5.0,15.0
2025,2,20,12,9,4.0,0.0,5,4298,42,54,A2,5.73,34.5,30.51,29.1,3.5,0.0,7.0,20.0,29.0
2025,2,20,12,9,6.0,0.0,6,4775,31,46,B1,4.37,33.33,29.35,14.2,5.0,1.0,0.0,7.0,5.0
2025,2,20,12,10,1.0,1.0,1,4748,38,53,A1,6.5,35.45,28.85,84.3,2.4,22.0,5.0,39.0,31.0
2025,2,20,12,10,2.0,1.0,2,3746,49,52,A2,5.62,47.83,28.34,34.6,3.7,1.0,8.0,25.0,41.0
2025,2,20,12,10,5.0,0.0,3,3834,50,54,B1,4.49,34.36,21.86,18.7,4.4,0.0,3.0,5.0,10.0
2025,2,20,12,10,3.0,0.0,4,5139,24,53,A2,5.93,33.68,34.04,53.8,4.1,2.0,5.0,12.0,14.0
2025,2,20,12,10,6.0,0.0,5,3563,55,53,A2,5.21,34.34,50.3,9.0,3.6,1.0,1.0,22.0,24.0
2025,2,20,12,10,4.0,0.0,6,4306,41,50,B1,5.08,43.17,44.1,0.0,4.1,0.0,0.0,14.0,15.0
2025,2,20,12,11,2.0,1.0,1,4430,39,56,A1,6.3,32.5,25.4,75.0,2.5,15.0,6.0,28.0,30.0
2025,2,20,12,11,1.0,1.0,2,4168,42,54,A1,5.65,34.83,38.51,66.6,3.4,7.0,3.0,29.0,15.0
2025,2,20,12,11,5.0,0.0,3,3327,57,52,A2,5.78,33.33,39.34,31.8,3.0,2.0,5.0,19.0,27.0
2025,2,20,12,11,4.0,0.0,4,4031,46,53,B1,4.26,27.27,41.18,13.3,3.3,0.0,2.0,5.0,12.0
2025,2,20,12,11,6.0,0.0,5,3852,52,52,B1,5.06,32.12,25.95,19.2,3.3,1.0,4.0,19.0,29.0
2025,2,20,12,11,3.0,0.0,6,4059,45,53,A2,5.75,50.55,37.63,11.7,3.8,2.0,0.0,27.0,23.0
2025,2,20,12,12,1.0,1.0,1,3744,50,53,A1,6.72,36.08,32.26,89.6,2.2,25.0,1.0,45.0,30.0
2025,2,20,12,12,3.0,0.0,2,3024,63,56,A1,7.07,27.55,29.35,51.2,2.8,22.0,19.0,48.0,24.0
2025,2,20,12,12,4.0,0.0,3,4084,45,55,A1,6.73,32.65,14.67,50.0,3.2,0.0,10.0,24.0,30.0
2025,2,20,12,12,2.0,1.0,4,4832,38,51,A1,7.31,37.76,33.68,45.4,3.3,4.0,1.0,26.0,18.0
2025,2,20,12,12,6.0,0.0,5,4522,37,54,A1,5.97,32.16,29.83,23.5,3.0,3.0,1.0,26.0,18.0
2025,2,20,12,12,5.0,0.0,6,4826,30,52,A1,7.09,32.98,31.84,11.1,3.1,2.0,0.0,62.0,17.0
2025,2,20,11,1,3.0,0.0,1,3873,48,51,A2,5.8,32.58,21.43,68.0,3.5,14.0,3.0,25.0,21.0
2025,2,20,11,1,4.0,0.0,2,3542,56,56,B2,3.44,43.82,31.28,17.3,3.8,1.0,8.0,3.0,15.0
2025,2,20,11,1,2.0,1.0,3,3831,50,54,B2,4.08,28.34,26.09,15.3,3.5,1.0,1.0,9.0,12.0
2025,2,20,11,1,,,4,4273,42,53,B1,5.0,34.05,41.29,4.7,4.8,1.0,0.0,18.0,14.0
2025,2,20,11,1,1.0,1.0,5,4933,28,54,A2,6.12,36.6,29.26,50.0,3.1,2.0,6.0,32.0,24.0
2025,2,20,11,1,5.0,0.0,6,4731,35,53,B1,5.18,36.27,33.85,15.3,3.5,0.0,2.0,8.0,13.0
2025,2,20,11,2,2.0,1.0,1,4895,33,55,B1,4.92,33.72,39.9,61.5,2.0,6.0,2.0,10.0,9.0
2025,2,20,11,2,4.0,0.0,2,4007,46,50,B1,4.62,41.98,25.29,17.6,2.8,0.0,3.0,8.0,13.0
2025,2,20,11,2,1.0,1.0,3,4880,29,52,B1,5.18,34.0,35.35,40.9,3.0,4.0,5.0,20.0,27.0
2025,2,20,11,2,,,4,4270,42,63,B1,4.51,26.9,36.22,7.1,3.7,1.0,0.0,7.0,16.0
2025,2,20,11,2,5.0,0.0,5,3875,48,52,B1,3.92,33.8,30.27,0.0,3.7,0.0,0.0,9.0,14.0
2025,2,20,11,2,3.0,0.0,6,3606,53,52,A2,5.61,29.26,38.46,5.2,4.7,0.0,1.0,16.0,24.0
2025,2,20,11,3,1.0,1.0,1,3612,52,54,A2,6.22,33.33,22.6,83.3,2.4,27.0,3.0,47.0,23.0
2025,2,20,11,3,2.0,1.0,2,4500,37,54,A1,7.62,29.44,34.83,73.0,2.8,8.0,11.0,47.0,27.0
2025,2,20,11,3,5.0,0.0,3,3503,55,52,B1,4.07,32.65,32.97,23.5,3.2,1.0,3.0,6.0,10.0
2025,2,20,11,3,4.0,0.0,4,4632,35,52,B1,4.96,28.81,37.06,24.0,3.8,1.0,5.0,7.0,21.0
2025,2,20,11,3,3.0,0.0,5,5050,29,52,A2,5.8,34.39,28.41,20.0,2.8,2.0,2.0,24.0,22.0
2025,2,20,11,3,6.0,0.0,6,3699,52,52,B1,5.39,30.43,34.02,17.6,4.5,1.0,2.0,7.0,14.0
2025,2,20,11,4,1.0,1.0,1,3251,58,51,A2,6.19,43.6,28.49,84.3,3.5,22.0,5.0,35.0,22.0
2025,2,20,11,4,6.0,0.0,2,4211,41,60,B1,4.15,28.86,36.68,27.7,2.9,1.0,4.0,11.0,14.0
2025,2,20,11,4,3.0,0.0,3,5229,22,56,B1,5.33,28.82,26.52,54.5,3.8,2.0,10.0,24.0,31.0
2025,2,20,11,4,2.0,1.0,4,4631,37,53,A2,5.69,36.67,34.17,52.6,2.5,5.0,5.0,26.0,21.0
2025,2,20,11,4,4.0,0.0,5,4106,45,50,B1,4.47,36.36,29.53,6.2,3.9,0.0,1.0,8.0,9.0
2025,2,20,11,4,5.0,0.0,6,4483,35,54,A1,5.31,31.44,34.92,27.2,2.7,1.0,2.0,28.0,23.0
2025,2,20,11,5,5.0,0.0,1,4382,40,55,B1,4.92,29.09,31.77,64.2,1.9,6.0,3.0,10.0,13.0
2025,2,20,11,5,6.0,0.0,2,3922,49,51,B1,3.5,40.0,34.62,13.6,3.8,0.0,3.0,7.0,10.0
2025,2,20,11,5,3.0,0.0,3,5096,29,53,B1,5.98,31.69,24.02,38.8,1.9,5.0,2.0,26.0,23.0
2025,2,20,11,5,1.0,1.0,4,3918,50,51,A1,6.26,34.16,31.22,9.5,3.8,1.0,1.0,18.0,21.0
2025,2,20,11,5,4.0,0.0,5,4560,34,55,B1,5.97,34.04,39.41,20.0,2.5,1.0,3.0,22.0,30.0
2025,2,20,11,5,2.0,1.0,6,5385,20,56,B2,1.13,36.82,34.2,1.2,3.8,0.0,1.0,0.0,1.0
2025,2,20,11,6,2.0,1.0,1,4331,41,55,A2,5.98,39.84,42.36,68.1,2.3,11.0,4.0,20.0,17.0
2025,2,20,11,6,4.0,0.0,2,4367,39,52,B1,4.77,36.27,33.85,40.0,3.8,1.0,3.0,9.0,15.0
2025,2,20,11,6,5.0,0.0,3,3542,56,56,B2,3.44,43.82,31.28,26.6,3.5,0.0,4.0,3.0,15.0
2025,2,20,11,6,1.0,1.0,4,3909,51,54,A1,6.5,44.65,21.39,25.0,2.3,4.0,1.0,34.0,25.0
2025,2,20,11,6,3.0,0.0,5,4007,46,50,B1,4.62,41.98,25.29,15.0,2.1,1.0,2.0,8.0,13.0
2025,2,20,11,6,6.0,0.0,6,4824,31,52,A1,6.01,29.61,29.9,0.0,4.0,0.0,0.0,34.0,13.0
2025,2,20,11,7,1.0,1.0,1,5095,30,53,A2,5.8,32.78,36.36,85.0,2.7,12.0,5.0,21.0,23.0
2025,2,20,11,7,5.0,0.0,2,4348,39,55,A1,6.37,27.37,28.72,52.6,4.4,6.0,4.0,31.0,22.0
2025,2,20,11,7,3.0,0.0,3,4731,35,53,B1,5.18,36.27,33.85,20.0,3.5,2.0,1.0,8.0,13.0
2025,2,20,11,7,2.0,1.0,4,4024,47,51,A1,7.08,34.21,41.67,44.0,3.7,5.0,6.0,37.0,27.0
2025,2,20,11,7,4.0,0.0,5,3503,55,52,B1,4.07,32.65,32.97,10.0,3.7,0.0,2.0,6.0,10.0
2025,2,20,11,7,6.0,0.0,6,4270,42,63,B1,4.51,26.9,36.22,21.4,4.6,0.0,3.0,7.0,16.0
2025,2,20,11,8,1.0,1.0,1,4631,37,53,A2,5.69,36.67,34.17,76.1,2.0,13.0,3.0,26.0,21.0
2025,2,20,11,8,3.0,0.0,2,4273,42,53,B1,5.0,34.05,41.29,38.1,4.0,2.0,6.0,18.0,14.0
2025,2,20,11,8,6.0,0.0,3,3875,48,52,B1,3.92,33.8,30.27,22.2,2.9,1.0,3.0,9.0,14.0
2025,2,20,11,8,2.0,1.0,4,3721,49,53,A1,7.3,31.03,33.16,62.5,2.3,1.0,14.0,36.0,29.0
2025,2,20,11,8,4.0,0.0,5,4082,45,52,B2,5.21,29.45,37.04,30.7,3.8,0.0,4.0,9.0,16.0
2025,2,20,11,8,5.0,0.0,6,3699,52,52,B1,5.39,30.43,34.02,17.6,4.5,1.0,2.0,7.0,14.0
2025,2,20,11,9,1.0,1.0,1,3918,50,51,A1,6.26,34.16,31.22,81.8,2.5,14.0,4.0,18.0,21.0
2025,2,20,11,9,5.0,0.0,2,3831,50,54,B2,4.08,28.34,26.09,35.2,2.5,2.0,4.0,9.0,12.0
2025,2,20,11,9,6.0,0.0,3,4041,45,54,B1,4.11,37.16,29.74,45.0,4.4,2.0,7.0,8.0,21.0
2025,2,20,11,9,2.0,1.0,4,4106,45,50,B1,4.47,36.36,29.53,21.0,3.6,2.0,2.0,8.0,9.0
2025,2,20,11,9,3.0,0.0,5,4895,33,55,B1,4.92,33.72,39.9,15.7,3.7,2.0,1.0,10.0,9.0
2025,2,20,11,9,4.0,0.0,6,3797,51,60,B1,3.26,44.68,39.39,0.0,4.9,0.0,0.0,1.0,7.0
2025,2,20,11,10,4.0,0.0,1,3909,51,54,A1,6.5,44.65,21.39,82.1,2.2,18.0,5.0,34.0,25.0
2025,2,20,11,10,6.0,0.0,2,3606,53,52,A2,5.61,29.26,38.46,26.6,3.2,1.0,3.0,16.0,24.0
2025,2,20,11,10,1.0,1.0,3,4933,28,54,A2,6.12,36.6,29.26,80.0,2.0,8.0,8.0,32.0,24.0
2025,2,20,11,10,5.0,0.0,4,5229,22,56,B1,5.33,28.82,26.52,46.4,2.8,6.0,7.0,24.0,31.0
2025,2,20,11,10,2.0,1.0,5,3612,52,54,A2,6.22,33.33,22.6,38.4,2.5,3.0,2.0,47.0,23.0
2025,2,20,11,10,3.0,0.0,6,4382,40,55,B1,4.92,29.09,31.77,9.0,4.7,0.0,1.0,10.0,13.0
2025,2,20,11,11,1.0,1.0,1,4024,47,51,A1,7.08,34.21,41.67,87.1,3.1,23.0,4.0,37.0,27.0
2025,2,20,11,11,4.0,0.0,2,4824,31,52,A1,6.01,29.61,29.9,47.6,2.5,6.0,4.0,34.0,13.0
2025,2,20,11,11,2.0,1.0,3,4560,34,55,B1,5.97,34.04,39.41,42.1,2.4,2.0,6.0,22.0,30.0
2025,2,20,11,11,3.0,0.0,4,4880,29,52,B1,5.18,34.0,35.35,45.8,2.4,3.0,8.0,20.0,27.0
2025,2,20,11,11,6.0,0.0,5,4500,37,54,A1,7.62,29.44,34.83,23.0,3.7,2.0,4.0,47.0,27.0
2025,2,20,11,11,5.0,0.0,6,3873,48,51,A2,5.8,32.58,21.43,0.0,4.2,0.0,0.0,25.0,21.0
2025,2,20,11,12,1.0,1.0,1,3721,49,53,A1,7.3,31.03,33.16,90.3,2.3,25.0,3.0,36.0,29.0
2025,2,20,11,12,4.0,0.0,2,4483,35,54,A1,5.31,31.44,34.92,57.1,3.6,1.0,7.0,28.0,23.0
2025,2,20,11,12,2.0,1.0,3,5050,29,52,A2,5.8,34.39,28.41,60.8,2.6,7.0,7.0,24.0,22.0
2025,2,20,11,12,5.0,0.0,4,5096,29,53,B1,5.98,31.69,24.02,44.4,2.2,5.0,3.0,26.0,23.0
2025,2,20,11,12,3.0,0.0,5,4348,39,55,A1,6.37,27.37,28.72,9.5,3.9,0.0,2.0,31.0,22.0
2025,2,20,11,12,6.0,0.0,6,4331,41,55,A2,5.98,39.84,42.36,6.2,4.8,0.0,1.0,20.0,17.0
2025,2,20,7,1,2.0,1.0,1,4213,40,54,B1,3.88,39.72,43.57,50.0,2.6,4.0,2.0,10.0,20.0
2025,2,20,7,1,5.0,0.0,2,5130,27,52,B1,4.7,34.67,27.81,22.7,3.9,2.0,3.0,15.0,13.0
2025,2,20,7,1,1.0,1.0,3,4818,33,56,B1,5.22,26.89,24.24,37.5,1.9,4.0,2.0,22.0,13.0
2025,2,20,7,1,4.0,0.0,4,4898,33,60,B2,4.07,32.69,36.3,15.3,3.0,0.0,2.0,7.0,6.0
2025,2,20,7,1,3.0,0.0,5,3381,56,54,A2,4.96,28.24,32.06,21.7,2.7,2.0,3.0,19.0,15.0
2025,2,20,7,1,6.0,0.0,6,5371,22,61,B2,1.24,48.25,31.88,0.0,4.1,0.0,0.0,0.0,0.0
2025,2,20,7,2,1.0,1.0,1,5315,24,48,B2,1.93,27.48,39.04,25.0,3.5,1.0,2.0,7.0,4.0
2025,2,20,7,2,2.0,1.0,2,3940,46,53,A2,5.68,25.0,21.43,42.8,2.3,3.0,6.0,31.0,23.0
2025,2,20,7,2,6.0,0.0,3,4248,42,54,B1,4.49,35.25,29.27,5.8,3.8,1.0,0.0,9.0,7.0
2025,2,20,7,2,3.0,0.0,4,4448,37,52,B2,6.84,23.15,38.52,41.1,3.8,2.0,5.0,23.0,20.0
2025,2,20,7,2,4.0,0.0,5,3304,57,51,B1,6.05,37.41,40.91,27.2,3.7,3.0,3.0,35.0,29.0
2025,2,20,7,2,5.0,0.0,6,4119,43,53,A1,5.99,31.69,40.0,10.0,4.5,0.0,1.0,14.0,11.0
2025,2,20,7,3,1.0,1.0,1,4154,44,52,B1,5.86,28.79,31.39,52.3,3.1,10.0,1.0,20.0,22.0
2025,2,20,7,3,2.0,1.0,2,4066,45,54,A1,6.58,22.61,31.51,60.8,3.9,2.0,12.0,28.0,31.0
2025,2,20,7,3,,,3,3808,49,61,B1,4.17,38.71,42.96,13.3,3.9,0.0,2.0,8.0,16.0
2025,2,20,7,3,5.0,0.0,4,2878,66,56,A2,5.58,30.77,35.21,30.3,3.5,5.0,5.0,19.0,25.0
2025,2,20,7,3,4.0,0.0,5,4956,29,55,B1,4.09,32.56,26.17,13.3,4.2,0.0,2.0,7.0,8.0
2025,2,20,7,3,3.0,0.0,6,3863,50,57,B1,4.38,37.67,25.0,6.2,3.7,0.0,1.0,13.0,20.0
2025,2,20,7,4,2.0,1.0,1,4906,29,54,B1,5.14,30.22,31.39,82.3,3.1,10.0,4.0,21.0,23.0
2025,2,20,7,4,5.0,0.0,2,4682,34,53,A1,7.13,30.26,41.18,61.9,3.0,2.0,11.0,41.0,29.0
2025,2,20,7,4,1.0,1.0,3,4471,37,52,A2,5.84,40.46,34.59,52.6,3.1,5.0,5.0,33.0,19.0
2025,2,20,7,4,4.0,0.0,4,4394,38,53,B1,5.42,27.69,33.33,15.7,3.4,1.0,2.0,11.0,14.0
2025,2,20,7,4,3.0,0.0,5,4465,38,53,B1,4.78,37.01,28.46,0.0,3.8,0.0,0.0,8.0,13.0
2025,2,20,7,4,6.0,0.0,6,3454,53,61,B1,4.03,24.14,42.75,0.0,4.3,0.0,0.0,5.0,20.0
2025,2,20,7,5,2.0,1.0,1,4271,42,52,B1,4.19,30.77,33.33,60.0,2.7,5.0,4.0,12.0,11.0
2025,2,20,7,5,1.0,1.0,2,3562,55,53,A1,5.85,42.74,26.97,42.3,3.2,3.0,8.0,24.0,30.0
2025,2,20,7,5,3.0,0.0,3,3546,55,51,B1,4.81,47.75,42.86,5.8,3.3,1.0,0.0,9.0,12.0
2025,2,20,7,5,5.0,0.0,4,5005,28,52,A2,5.53,23.14,33.33,33.3,2.5,1.0,6.0,16.0,25.0
2025,2,20,7,5,6.0,0.0,5,4128,44,56,B1,5.2,32.65,35.38,22.2,2.8,0.0,4.0,16.0,19.0
2025,2,20,7,5,4.0,0.0,6,4596,41,52,A1,6.23,27.74,32.33,22.7,3.9,1.0,4.0,33.0,31.0
2025,2,20,7,6,3.0,0.0,1,4248,42,54,B1,4.49,35.25,29.27,61.5,3.6,6.0,2.0,9.0,7.0
2025,2,20,7,6,4.0,0.0,2,4051,43,56,A1,6.94,32.64,24.8,47.0,2.9,2.0,6.0,29.0,34.0
2025,2,20,7,6,2.0,1.0,3,3282,58,52,B1,4.58,44.74,40.29,28.0,3.2,2.0,5.0,13.0,16.0
2025,2,20,7,6,1.0,1.0,4,3853,52,58,A2,5.78,38.71,29.84,33.3,3.7,3.0,5.0,26.0,25.0
2025,2,20,7,6,5.0,0.0,5,5371,22,61,B2,1.24,48.25,31.88,0.0,5.0,0.0,0.0,0.0,0.0
2025,2,20,7,6,,,6,5002,29,52,A2,6.24,23.08,38.71,15.3,2.9,0.0,2.0,25.0,22.0
2025,2,20,7,7,1.0,1.0,1,4526,36,50,A1,6.67,20.35,30.89,100.0,3.7,13.0,4.0,19.0,16.0
2025,2,20,7,7,5.0,0.0,2,4448,37,52,B2,6.84,23.15,38.52,43.7,3.6,4.0,3.0,23.0,20.0
2025,2,20,7,7,3.0,0.0,3,2878,66,56,A2,5.58,30.77,35.21,23.0,3.8,3.0,3.0,19.0,25.0
2025,2,20,7,7,4.0,0.0,4,4630,38,53,A2,6.01,31.3,33.58,50.0,2.7,2.0,9.0,31.0,27.0
2025,2,20,7,7,2.0,1.0,5,4332,41,58,B1,4.83,32.65,23.39,14.2,4.1,0.0,2.0,4.0,13.0
2025,2,20,7,7,6.0,0.0,6,5130,27,52,B1,4.7,34.67,27.81,5.8,4.1,1.0,0.0,15.0,13.0
2025,2,20,7,8,1.0,1.0,1,4089,44,55,A1,6.67,45.9,17.17,84.3,3.5,22.0,5.0,31.0,29.0
2025,2,20,7,8,2.0,1.0,2,3454,53,61,B1,4.03,24.14,42.75,22.7,3.1,1.0,4.0,5.0,20.0
2025,2,20,7,8,,,3,5315,24,48,B2,1.93,27.48,39.04,5.8,3.2,1.0,0.0,7.0,4.0
2025,2,20,7,8,4.0,0.0,4,3381,56,54,A2,4.96,28.24,32.06,25.0,2.6,2.0,2.0,19.0,15.0
2025,2,20,7,8,,,5,3442,55,55,B1,5.23,30.5,26.05,15.3,3.2,0.0,2.0,13.0,20.0
2025,2,20,7,8,3.0,0.0,6,3161,64,53,A2,5.27,30.17,27.42,0.0,4.7,0.0,0.0,15.0,30.0
2025,2,20,7,9,1.0,1.0,1,4388,39,52,A2,6.56,41.6,29.8,76.0,3.0,16.0,3.0,30.0,27.0
2025,2,20,7,9,3.0,0.0,2,4119,43,53,A1,5.99,31.69,40.0,58.3,3.1,4.0,3.0,14.0,11.0
2025,2,20,7,9,2.0,1.0,3,4128,44,56,B1,5.2,32.65,35.38,50.0,2.2,4.0,6.0,16.0,19.0
2025,2,20,7,9,5.0,0.0,4,4495,37,54,B1,4.53,44.72,28.3,8.3,3.6,1.0,0.0,15.0,9.0
2025,2,20,7,9,4.0,0.0,5,4466,38,52,A2,5.61,43.09,27.68,15.7,4.1,1.0,2.0,18.0,29.0
2025,2,20,7,9,6.0,0.0,6,3808,49,61,B1,4.17,38.71,30.28,0.0,4.1,0.0,0.0,8.0,16.0
2025,2,20,7,10,1.0,1.0,1,3562,55,53,A1,5.85,42.74,26.97,70.0,3.9,16.0,5.0,24.0,30.0
2025,2,20,7,10,2.0,1.0,2,3304,57,51,B1,6.05,37.41,40.91,55.0,3.4,4.0,7.0,35.0,29.0
2025,2,20,7,10,3.0,0.0,3,4066,45,54,A1,6.58,22.61,31.51,23.8,3.7,1.0,4.0,28.0,31.0
2025,2,20,7,10,5.0,0.0,4,4465,38,53,B1,4.78,37.01,28.46,0.0,4.0,0.0,0.0,8.0,13.0
2025,2,20,7,10,,,5,5002,29,52,A2,6.24,23.08,38.71,25.0,2.6,3.0,1.0,25.0,22.0
2025,2,20,7,10,4.0,0.0,6,4818,33,56,B1,5.22,26.89,24.24,0.0,2.8,0.0,0.0,22.0,13.0
2025,2,20,7,11,1.0,1.0,1,4051,43,56,A1,6.94,32.64,28.24,89.6,2.4,19.0,7.0,29.0,34.0
2025,2,20,7,11,2.0,1.0,2,3863,50,57,B1,4.38,37.67,25.0,40.0,3.4,2.0,6.0,13.0,20.0
2025,2,20,7,11,4.0,0.0,3,4526,36,50,A1,6.67,20.35,30.89,55.5,4.2,3.0,2.0,19.0,16.0
2025,2,20,7,11,3.0,0.0,4,3940,46,53,A2,5.68,25.0,21.43,14.2,3.0,2.0,1.0,31.0,23.0
2025,2,20,7,11,5.0,0.0,5,4271,42,52,B1,4.19,30.77,33.33,17.3,3.3,1.0,3.0,12.0,11.0
2025,2,20,7,11,6.0,0.0,6,4471,37,52,A2,5.84,40.46,34.59,5.2,4.6,0.0,1.0,33.0,19.0
2025,2,20,7,12,1.0,1.0,1,4682,34,53,A1,7.13,30.26,41.18,90.6,1.9,26.0,3.0,41.0,29.0
2025,2,20,7,12,5.0,0.0,2,4089,44,55,A1,6.67,45.9,17.17,52.3,2.4,5.0,6.0,31.0,29.0
2025,2,20,7,12,3.0,0.0,3,4154,44,52,B1,5.86,28.79,31.39,47.8,3.3,2.0,9.0,20.0,22.0
2025,2,20,7,12,6.0,0.0,4,4596,41,52,A1,6.23,27.74,32.33,35.0,3.0,3.0,4.0,33.0,31.0
2025,2,20,7,12,2.0,1.0,5,3853,52,58,A2,5.78,38.71,29.84,5.8,4.4,0.0,1.0,26.0,25.0
2025,2,20,7,12,4.0,0.0,6,4630,38,53,A2,6.01,31.3,33.58,10.5,3.8,1.0,1.0,31.0,27.0
2025,2,20,6,1,4.0,0.0,1,4464,38,44,B1,5.19,31.82,35.37,33.3,3.3,3.0,1.0,7.0,14.0
2025,2,20,6,1,1.0,1.0,2,4286,40,46,A2,6.05,31.52,32.56,42.8,2.3,5.0,4.0,24.0,14.0
2025,2,20,6,1,2.0,1.0,3,3232,58,47,A1,5.68,34.74,34.15,54.5,3.3,1.0,5.0,12.0,15.0
2025,2,20,6,1,5.0,0.0,4,4117,44,45,A2,5.83,33.85,31.71,22.7,3.9,2.0,3.0,23.0,19.0
2025,2,20,6,1,6.0,0.0,5,5057,28,46,A2,5.18,32.65,43.18,30.7,3.4,1.0,3.0,18.0,18.0
2025,2,20,6,1,3.0,0.0,6,4927,31,44,A1,5.71,31.61,38.16,20.8,4.2,0.0,5.0,26.0,31.0
2025,2,20,6,2,1.0,1.0,1,4994,26,45,B1,4.93,43.16,34.88,81.8,3.3,6.0,3.0,8.0,19.0
2025,2,20,6,2,3.0,0.0,2,4225,42,46,A1,6.8,32.97,38.55,42.1,3.3,3.0,5.0,21.0,32.0
2025,2,20,6,2,6.0,0.0,3,5205,27,49,A2,5.88,34.04,39.77,45.0,3.1,2.0,7.0,19.0,22.0
2025,2,20,6,2,5.0,0.0,4,4642,33,47,A2,6.31,43.23,28.92,11.1,3.1,1.0,1.0,28.0,21.0
2025,2,20,6,2,2.0,1.0,5,3618,51,44,A1,5.64,41.99,29.76,21.7,3.1,0.0,5.0,29.0,27.0
2025,2,20,6,2,4.0,0.0,6,4746,30,46,A2,6.1,36.32,30.95,13.3,2.9,0.0,2.0,17.0,22.0
2025,2,20,6,3,1.0,1.0,1,3611,52,48,A2,5.61,33.69,41.25,80.9,2.4,11.0,6.0,22.0,28.0
2025,2,20,6,3,5.0,0.0,2,4893,34,47,B1,4.66,31.52,40.74,14.2,3.0,0.0,1.0,3.0,6.0
2025,2,20,6,3,3.0,0.0,3,4240,40,45,A2,6.58,36.7,40.48,50.0,2.9,9.0,5.0,31.0,31.0
2025,2,20,6,3,4.0,0.0,4,4190,43,49,A1,6.17,41.15,38.2,38.1,2.6,4.0,4.0,31.0,20.0
2025,2,20,6,3,6.0,0.0,5,4183,38,49,A2,5.89,40.31,40.0,27.2,2.0,4.0,2.0,40.0,19.0
2025,2,20,6,3,2.0,1.0,6,4961,28,47,A1,6.72,33.5,32.93,7.6,4.4,0.0,1.0,24.0,26.0
2025,2,20,6,4,1.0,1.0,1,4738,33,48,A2,5.4,31.38,32.95,82.7,1.9,21.0,3.0,34.0,25.0
2025,2,20,6,4,2.0,1.0,2,4536,35,47,A1,5.9,30.0,35.29,41.1,2.7,3.0,4.0,23.0,22.0
2025,2,20,6,4,3.0,0.0,3,4938,27,48,B1,5.39,30.85,30.23,66.6,3.3,6.0,8.0,21.0,19.0
2025,2,20,6,4,4.0,0.0,4,4347,39,46,A2,5.75,39.13,37.65,31.2,3.3,3.0,2.0,23.0,13.0
2025,2,20,6,4,5.0,0.0,5,5013,27,44,A2,4.78,37.3,32.14,4.5,3.4,1.0,0.0,21.0,12.0
