年,月,日,レース場番号,レース番号,着順,勝敗,枠番,選手登番,年齢,体重,級別,全国勝率,モーター2連率,ボート2連率,コース別複勝率,コース別平均スタート順位,コース別1着回数,コース別2着回数,1着回数,2着回数
2025,1,1,24,1,1.0,1.0,1,3527,53,52,B1,5.43,29.2,36.21,73.6,2.6,10.0,4.0,14.0,21.0
2025,1,1,24,1,2.0,1.0,2,4603,36,53,B1,4.98,39.2,39.32,60.8,2.4,2.0,12.0,18.0,29.0
2025,1,1,24,1,4.0,0.0,3,3843,48,54,B1,4.74,28.35,36.13,28.0,3.2,2.0,5.0,17.0,14.0
2025,1,1,24,1,3.0,0.0,4,5048,30,54,B1,4.32,24.55,35.29,31.2,4.2,1.0,4.0,10.0,20.0
2025,1,1,24,1,6.0,0.0,5,5335,20,48,B1,2.38,30.58,37.7,5.7,3.7,0.0,2.0,1.0,8.0
2025,1,1,24,1,5.0,0.0,6,3906,47,60,B1,4.03,35.0,32.77,0.0,5.0,0.0,0.0,10.0,19.0
2025,1,1,24,2,2.0,1.0,1,4004,46,52,B1,4.57,43.59,31.93,60.0,2.9,5.0,4.0,7.0,18.0
2025,1,1,24,2,1.0,1.0,2,4315,40,52,A2,5.21,41.53,30.25,45.4,4.0,2.0,8.0,16.0,25.0
2025,1,1,24,2,3.0,0.0,3,5129,27,47,A2,5.86,28.69,35.77,52.0,2.8,4.0,9.0,28.0,29.0
2025,1,1,24,2,6.0,0.0,4,3722,54,52,B1,3.84,30.89,36.67,20.8,3.4,2.0,3.0,4.0,13.0
2025,1,1,24,2,4.0,0.0,5,4705,36,55,B1,4.1,38.26,31.09,0.0,2.9,0.0,0.0,25.0,8.0
2025,1,1,24,2,5.0,0.0,6,4094,43,54,B1,4.0,40.68,35.9,0.0,4.5,0.0,0.0,7.0,17.0
2025,1,1,24,3,1.0,1.0,1,4213,40,53,B1,3.9,34.19,38.39,50.0,2.6,4.0,2.0,10.0,20.0
2025,1,1,24,3,3.0,0.0,2,3777,49,52,A2,6.05,32.17,35.0,50.0,3.2,6.0,5.0,30.0,18.0
2025,1,1,24,3,4.0,0.0,3,4919,33,53,B1,4.42,32.73,29.27,37.5,2.1,3.0,3.0,9.0,11.0
2025,1,1,24,3,6.0,0.0,4,5223,23,54,B1,3.94,20.0,30.0,13.3,3.9,0.0,2.0,12.0,16.0
2025,1,1,24,3,5.0,0.0,5,4990,27,47,B2,2.05,34.17,30.77,12.5,4.1,0.0,1.0,0.0,1.0
2025,1,1,24,3,2.0,1.0,6,4497,37,51,A1,6.4,24.14,38.52,13.6,2.9,2.0,1.0,35.0,19.0
2025,1,1,24,4,6.0,0.0,1,4060,45,56,B1,4.38,27.59,40.68,60.0,3.7,4.0,2.0,10.0,13.0
2025,1,1,24,4,4.0,0.0,2,4248,42,54,B1,4.47,31.5,33.33,33.3,3.6,2.0,2.0,9.0,7.0
2025,1,1,24,4,1.0,1.0,3,5086,25,51,B1,4.82,41.27,31.93,52.3,3.5,5.0,6.0,14.0,14.0
2025,1,1,24,4,2.0,1.0,4,4861,36,53,B1,5.15,26.79,31.15,33.3,3.7,1.0,5.0,18.0,22.0
2025,1,1,24,4,3.0,0.0,5,3779,49,54,A1,7.0,22.22,27.87,7.6,2.6,1.0,0.0,33.0,16.0
2025,1,1,24,4,5.0,0.0,6,3773,50,56,B1,4.39,37.9,31.03,5.8,4.1,0.0,1.0,16.0,20.0
2025,1,1,24,5,2.0,1.0,1,3964,45,54,B1,4.19,30.25,30.58,47.0,3.5,6.0,2.0,9.0,9.0
2025,1,1,24,5,5.0,0.0,2,5117,24,43,B2,2.79,48.31,36.07,20.0,4.0,0.0,2.0,2.0,6.0
2025,1,1,24,5,1.0,1.0,3,4352,38,53,A1,6.49,39.52,40.98,50.0,2.4,6.0,4.0,20.0,22.0
2025,1,1,24,5,3.0,0.0,4,4171,42,52,A2,6.09,39.84,21.49,25.9,3.9,4.0,3.0,39.0,26.0
2025,1,1,24,5,6.0,0.0,5,4803,31,58,B1,4.19,29.46,32.76,21.0,4.0,3.0,1.0,5.0,12.0
2025,1,1,24,5,4.0,0.0,6,4299,42,56,B1,4.64,33.04,32.77,0.0,3.4,0.0,0.0,8.0,14.0
2025,1,1,24,6,4.0,0.0,1,4705,36,55,B1,4.1,38.26,31.09,78.9,2.1,15.0,0.0,25.0,8.0
2025,1,1,24,6,3.0,0.0,2,4100,45,54,B1,4.15,26.96,30.63,11.7,3.6,1.0,1.0,13.0,9.0
2025,1,1,24,6,2.0,1.0,3,4241,39,53,A2,5.94,24.11,29.03,47.6,3.0,1.0,9.0,15.0,35.0
2025,1,1,24,6,5.0,0.0,4,5261,26,52,B1,3.24,51.22,34.75,9.5,3.6,1.0,1.0,12.0,14.0
2025,1,1,24,6,1.0,1.0,5,4096,43,54,A1,6.97,43.97,32.48,26.6,2.6,2.0,2.0,35.0,21.0
2025,1,1,24,6,6.0,0.0,6,5227,22,50,B1,3.35,34.48,48.31,0.0,4.0,0.0,0.0,2.0,3.0
2025,1,1,24,7,2.0,1.0,1,4259,40,52,A2,5.49,26.67,31.25,73.0,1.8,13.0,6.0,21.0,24.0
2025,1,1,24,7,6.0,0.0,2,4094,43,54,B1,4.0,40.68,35.9,14.2,3.8,1.0,2.0,7.0,17.0
2025,1,1,24,7,1.0,1.0,3,4553,35,52,A1,6.33,39.17,37.29,66.6,3.2,1.0,7.0,23.0,21.0
2025,1,1,24,7,4.0,0.0,4,4213,40,53,B1,3.9,34.19,38.39,15.0,3.2,2.0,1.0,10.0,20.0
2025,1,1,24,7,3.0,0.0,5,4603,36,53,B1,4.98,39.2,39.32,24.0,2.7,1.0,5.0,18.0,29.0
2025,1,1,24,7,5.0,0.0,6,5271,23,52,B1,3.17,30.71,30.17,0.0,3.5,0.0,0.0,6.0,5.0
2025,1,1,24,8,1.0,1.0,1,3742,50,53,B1,4.25,38.66,38.46,64.2,3.5,6.0,3.0,7.0,13.0
2025,1,1,24,8,2.0,1.0,2,4966,27,54,A2,5.73,34.45,34.19,35.2,2.7,1.0,5.0,21.0,20.0
2025,1,1,24,8,4.0,0.0,3,4004,46,52,B1,4.57,43.59,31.93,35.0,3.1,1.0,6.0,7.0,18.0
2025,1,1,24,8,3.0,0.0,4,4715,32,53,A1,5.79,30.4,19.83,44.4,1.9,5.0,3.0,30.0,20.0
2025,1,1,24,8,6.0,0.0,5,4060,45,56,B1,4.38,27.59,40.68,16.6,3.2,0.0,3.0,10.0,13.0
2025,1,1,24,8,5.0,0.0,6,5048,30,54,B1,4.32,24.55,35.29,0.0,4.8,0.0,0.0,10.0,20.0
2025,1,1,24,9,1.0,1.0,1,3944,45,53,A2,5.96,26.5,28.1,86.9,3.0,18.0,2.0,30.0,17.0
2025,1,1,24,9,4.0,0.0,2,3773,50,56,B1,4.39,37.9,31.03,42.1,2.8,2.0,6.0,16.0,20.0
2025,1,1,24,9,5.0,0.0,3,4695,39,53,A2,5.39,28.21,33.05,26.0,3.3,1.0,5.0,18.0,20.0
2025,1,1,24,9,2.0,1.0,4,5102,26,52,B1,5.24,20.83,32.5,31.2,4.8,1.0,4.0,16.0,22.0
2025,1,1,24,9,3.0,0.0,5,3964,45,54,B1,4.19,30.25,30.58,0.0,4.3,0.0,0.0,9.0,9.0
2025,1,1,24,9,6.0,0.0,6,4919,33,53,B1,4.42,32.73,29.27,6.6,3.3,0.0,1.0,9.0,11.0
2025,1,1,24,10,1.0,1.0,1,5129,27,47,A2,5.86,28.69,35.77,70.3,3.4,15.0,4.0,28.0,29.0
2025,1,1,24,10,2.0,1.0,2,3871,49,44,B1,4.33,49.21,30.25,38.4,3.7,1.0,4.0,11.0,14.0
2025,1,1,24,10,5.0,0.0,3,5195,23,44,B1,4.35,34.15,33.05,21.4,2.7,0.0,3.0,3.0,8.0
2025,1,1,24,10,4.0,0.0,4,5335,20,48,B1,2.38,30.58,37.7,7.6,4.8,0.0,2.0,1.0,8.0
2025,1,1,24,10,6.0,0.0,5,5227,22,50,B1,3.35,34.48,48.31,0.0,3.2,0.0,0.0,2.0,3.0
2025,1,1,24,10,3.0,0.0,6,5117,24,43,B2,2.79,48.31,36.07,0.0,5.6,0.0,0.0,2.0,6.0
2025,1,1,24,11,1.0,1.0,1,4171,42,52,A2,6.09,39.84,21.49,92.5,3.3,22.0,3.0,39.0,26.0
2025,1,1,24,11,2.0,1.0,2,4241,39,53,A2,5.94,24.11,29.03,47.8,4.3,2.0,9.0,15.0,35.0
2025,1,1,24,11,6.0,0.0,3,3527,53,52,B1,5.43,29.2,36.21,31.5,3.2,1.0,5.0,14.0,21.0
2025,1,1,24,11,3.0,0.0,4,4259,40,52,A2,5.49,26.67,31.25,16.6,3.0,1.0,3.0,21.0,24.0
2025,1,1,24,11,4.0,0.0,5,3777,49,52,A2,6.05,32.17,35.0,27.2,3.7,3.0,3.0,30.0,18.0
2025,1,1,24,11,5.0,0.0,6,4315,40,52,A2,5.21,41.53,30.25,14.2,4.2,1.0,2.0,16.0,25.0
2025,1,1,24,12,2.0,1.0,1,3779,49,54,A1,7.0,22.22,27.87,100.0,2.3,19.0,5.0,33.0,16.0
2025,1,1,24,12,6.0,0.0,2,4096,43,54,A1,6.97,43.97,32.48,62.5,3.4,3.0,7.0,35.0,21.0
2025,1,1,24,12,1.0,1.0,3,4497,37,51,A1,6.4,24.14,38.52,60.0,2.3,6.0,6.0,35.0,19.0
2025,1,1,24,12,4.0,0.0,4,4352,38,53,A1,6.49,39.52,40.98,35.7,2.7,1.0,4.0,20.0,22.0
2025,1,1,24,12,5.0,0.0,5,4715,32,53,A1,5.79,30.4,19.83,33.3,2.3,2.0,3.0,30.0,20.0
2025,1,1,24,12,3.0,0.0,6,4553,35,52,A1,6.33,39.17,37.29,15.3,4.2,1.0,1.0,23.0,21.0
2025,1,1,23,1,1.0,1.0,1,4503,36,52,A1,7.69,49.21,31.75,96.6,2.1,25.0,4.0,48.0,31.0
2025,1,1,23,1,2.0,1.0,2,4092,43,53,B1,5.12,31.94,35.83,60.0,2.7,2.0,10.0,22.0,24.0
2025,1,1,23,1,3.0,0.0,3,5276,22,50,B1,4.19,22.89,32.14,47.3,3.9,1.0,8.0,17.0,27.0
2025,1,1,23,1,4.0,0.0,4,3471,54,53,B1,3.69,36.47,30.65,20.0,3.6,1.0,2.0,8.0,8.0
2025,1,1,23,1,6.0,0.0,5,4724,38,54,B1,4.09,45.45,33.16,0.0,4.1,0.0,0.0,3.0,12.0
2025,1,1,23,1,5.0,0.0,6,5351,20,53,B2,1.71,27.91,38.89,4.7,3.4,2.0,2.0,2.0,2.0
2025,1,1,23,2,2.0,1.0,1,5142,23,50,A1,6.58,15.79,36.36,94.5,2.1,29.0,6.0,43.0,29.0
2025,1,1,23,2,5.0,0.0,2,4112,44,53,A2,3.71,47.44,41.18,9.0,3.1,0.0,1.0,2.0,9.0
2025,1,1,23,2,1.0,1.0,3,4027,46,55,B1,5.29,25.97,34.43,32.0,3.0,4.0,4.0,30.0,16.0
2025,1,1,23,2,3.0,0.0,4,4873,31,52,B1,6.04,34.18,38.59,33.3,4.1,1.0,4.0,13.0,25.0
2025,1,1,23,2,6.0,0.0,5,3211,62,54,B1,4.26,39.02,31.18,0.0,3.9,0.0,0.0,3.0,8.0
2025,1,1,23,2,4.0,0.0,6,5338,24,54,B2,1.73,37.33,37.97,5.2,3.1,0.0,3.0,0.0,5.0
2025,1,1,23,3,1.0,1.0,1,4515,38,54,A2,5.87,45.45,30.2,95.2,2.7,15.0,5.0,22.0,25.0
2025,1,1,23,3,5.0,0.0,2,5307,21,49,B1,3.73,35.53,31.63,12.5,4.2,0.0,3.0,10.0,10.0
2025,1,1,23,3,2.0,1.0,3,4661,32,52,A2,5.23,41.43,33.33,23.0,3.9,0.0,3.0,6.0,8.0
2025,1,1,23,3,4.0,0.0,4,4753,36,56,B1,4.55,41.25,32.12,33.3,1.9,3.0,2.0,14.0,17.0
2025,1,1,23,3,,,5,5284,26,53,B2,2.32,20.78,34.78,4.5,2.7,0.0,1.0,1.0,3.0
2025,1,1,23,3,3.0,0.0,6,3459,57,54,B1,4.12,25.97,32.82,5.8,3.6,0.0,1.0,8.0,16.0
2025,1,1,23,4,2.0,1.0,1,3998,45,51,B1,4.18,49.32,32.28,62.5,2.1,5.0,5.0,10.0,24.0
2025,1,1,23,4,5.0,0.0,2,4252,41,50,B1,5.1,43.59,29.85,43.7,3.3,0.0,7.0,7.0,18.0
2025,1,1,23,4,3.0,0.0,3,4892,34,52,B1,5.01,38.75,37.16,35.2,3.4,3.0,3.0,17.0,23.0
2025,1,1,23,4,1.0,1.0,4,4445,38,58,A1,6.97,37.66,40.22,38.1,2.5,3.0,5.0,34.0,26.0
2025,1,1,23,4,4.0,0.0,5,4652,39,51,A2,5.67,27.27,34.05,38.1,2.3,2.0,6.0,36.0,35.0
2025,1,1,23,4,6.0,0.0,6,5382,20,50,B2,1.22,32.05,33.51,1.3,4.0,0.0,1.0,0.0,1.0
2025,1,1,23,5,1.0,1.0,1,4552,35,51,B1,5.47,33.77,33.16,73.3,3.3,10.0,1.0,27.0,24.0
2025,1,1,23,5,2.0,1.0,2,4718,31,52,A2,5.64,54.55,31.31,58.8,2.9,4.0,6.0,26.0,22.0
2025,1,1,23,5,4.0,0.0,3,4879,29,53,B1,5.03,24.1,44.15,40.0,2.5,4.0,4.0,22.0,15.0
2025,1,1,23,5,6.0,0.0,4,4301,41,53,B1,4.53,29.07,41.67,21.7,3.1,1.0,4.0,11.0,15.0
2025,1,1,23,5,5.0,0.0,5,5351,20,53,B2,1.71,27.91,38.89,0.0,0.0,0.0,0.0,2.0,2.0
2025,1,1,23,5,3.0,0.0,6,3974,48,52,B1,4.1,31.65,40.88,7.1,3.5,1.0,0.0,8.0,12.0
2025,1,1,23,6,1.0,1.0,1,4873,31,52,B1,6.04,34.18,38.59,72.2,3.1,9.0,4.0,13.0,25.0
2025,1,1,23,6,2.0,1.0,2,4734,35,52,A1,6.57,56.79,41.15,54.5,3.8,6.0,6.0,40.0,25.0
2025,1,1,23,6,3.0,0.0,3,5124,28,53,B1,4.03,28.21,43.52,21.7,2.8,2.0,3.0,11.0,17.0
2025,1,1,23,6,4.0,0.0,4,3953,48,52,B1,4.64,36.11,37.7,5.5,3.6,0.0,1.0,5.0,7.0
2025,1,1,23,6,6.0,0.0,5,5014,26,52,B1,5.3,40.58,31.15,20.0,2.8,0.0,4.0,13.0,16.0
2025,1,1,23,6,5.0,0.0,6,4866,34,55,B1,4.57,39.47,35.23,4.1,3.6,0.0,1.0,13.0,13.0
2025,1,1,23,7,3.0,0.0,1,4006,46,51,B1,5.34,32.84,33.33,43.7,3.1,4.0,3.0,5.0,21.0
2025,1,1,23,7,4.0,0.0,2,3459,57,54,B1,4.12,25.97,32.82,44.4,2.8,3.0,5.0,8.0,16.0
2025,1,1,23,7,1.0,1.0,3,4320,39,50,A1,8.36,34.21,36.27,50.0,2.0,5.0,4.0,27.0,24.0
2025,1,1,23,7,5.0,0.0,4,5338,24,54,B2,1.73,37.33,37.97,0.0,3.3,0.0,0.0,0.0,5.0
2025,1,1,23,7,2.0,1.0,5,3617,51,54,B1,4.21,33.33,36.76,4.5,4.2,0.0,1.0,15.0,8.0
2025,1,1,23,7,6.0,0.0,6,3752,53,54,B1,4.22,41.43,32.65,7.6,2.8,1.0,0.0,9.0,15.0
2025,1,1,23,8,1.0,1.0,1,4027,46,55,B1,5.29,25.97,34.43,62.9,3.0,15.0,2.0,30.0,16.0
2025,1,1,23,8,3.0,0.0,2,4661,32,52,A2,5.23,41.43,33.33,36.3,4.2,1.0,3.0,6.0,8.0
2025,1,1,23,8,4.0,0.0,3,3211,62,54,B1,4.26,39.02,31.18,26.6,3.5,0.0,4.0,3.0,8.0
2025,1,1,23,8,5.0,0.0,4,3714,50,56,B1,4.95,32.35,35.08,20.0,2.8,2.0,1.0,8.0,11.0
2025,1,1,23,8,6.0,0.0,5,4252,41,50,B1,5.1,43.59,29.85,14.2,3.3,0.0,2.0,7.0,18.0
2025,1,1,23,8,2.0,1.0,6,4092,43,53,B1,5.12,31.94,35.83,0.0,5.0,0.0,0.0,22.0,24.0
2025,1,1,23,9,1.0,1.0,1,4879,29,53,B1,5.03,24.1,44.15,64.2,3.3,6.0,3.0,22.0,15.0
2025,1,1,23,9,3.0,0.0,2,4301,41,53,B1,4.53,29.07,41.67,40.0,2.3,3.0,3.0,11.0,15.0
2025,1,1,23,9,6.0,0.0,3,3471,54,53,B1,3.69,36.47,30.65,5.8,3.7,0.0,1.0,8.0,8.0
2025,1,1,23,9,2.0,1.0,4,5142,23,50,A1,6.58,15.79,36.36,42.8,2.9,3.0,9.0,43.0,29.0
2025,1,1,23,9,4.0,0.0,5,5307,21,49,B1,3.73,35.53,31.63,8.7,3.6,1.0,1.0,10.0,10.0
2025,1,1,23,9,5.0,0.0,6,3892,48,52,B1,5.1,20.78,37.77,0.0,4.7,0.0,0.0,15.0,20.0
2025,1,1,23,10,1.0,1.0,1,4652,39,51,A2,5.67,27.27,34.05,80.0,3.0,17.0,7.0,36.0,35.0
2025,1,1,23,10,2.0,1.0,2,5276,22,50,B1,4.19,22.89,32.14,43.4,3.5,0.0,10.0,17.0,27.0
2025,1,1,23,10,5.0,0.0,3,4753,36,56,B1,4.55,41.25,32.12,42.1,2.7,3.0,5.0,14.0,17.0
2025,1,1,23,10,3.0,0.0,4,5084,25,53,A1,7.27,47.89,31.31,50.0,2.1,8.0,4.0,54.0,24.0
2025,1,1,23,10,6.0,0.0,5,3953,48,52,B1,4.64,36.11,37.7,0.0,3.2,0.0,0.0,5.0,7.0
2025,1,1,23,10,4.0,0.0,6,4892,34,52,B1,5.01,38.75,37.16,0.0,4.2,0.0,0.0,17.0,23.0
2025,1,1,23,11,1.0,1.0,1,4445,38,58,A1,6.97,37.66,40.22,88.4,3.0,21.0,2.0,34.0,26.0
2025,1,1,23,11,4.0,0.0,2,4196,42,52,B1,4.47,36.84,30.77,50.0,3.9,1.0,7.0,13.0,19.0
2025,1,1,23,11,3.0,0.0,3,4866,34,55,B1,4.57,39.47,35.23,26.6,3.6,0.0,4.0,13.0,13.0
2025,1,1,23,11,5.0,0.0,4,4006,46,51,B1,5.34,32.84,33.33,27.7,4.2,0.0,5.0,5.0,21.0
2025,1,1,23,11,6.0,0.0,5,4112,44,53,A2,3.71,47.44,41.18,8.3,4.2,0.0,1.0,2.0,9.0
2025,1,1,23,11,2.0,1.0,6,5124,28,53,B1,4.03,28.21,43.52,9.5,3.8,0.0,2.0,11.0,17.0
2025,1,1,23,12,1.0,1.0,1,4320,39,50,A1,8.36,34.21,36.27,90.9,2.5,17.0,3.0,27.0,24.0
2025,1,1,23,12,4.0,0.0,2,5014,26,52,B1,5.3,40.58,29.59,22.2,2.1,1.0,3.0,13.0,16.0
2025,1,1,23,12,2.0,1.0,3,4503,36,52,A1,7.69,49.21,31.75,55.0,2.7,6.0,5.0,48.0,31.0
2025,1,1,23,12,3.0,0.0,4,4718,31,52,A2,5.64,54.55,31.31,35.0,3.1,3.0,4.0,26.0,22.0
2025,1,1,23,12,6.0,0.0,5,3998,45,51,B1,4.18,49.32,32.28,4.0,4.2,0.0,1.0,10.0,24.0
2025,1,1,23,12,5.0,0.0,6,4515,38,54,A2,5.87,45.45,30.2,0.0,5.5,0.0,0.0,22.0,25.0
2025,1,1,21,1,1.0,1.0,1,4932,28,52,A1,7.11,35.71,36.99,84.0,2.9,17.0,4.0,29.0,29.0
2025,1,1,21,1,6.0,0.0,2,5330,21,51,B1,3.76,32.7,39.53,18.7,3.6,1.0,2.0,11.0,10.0
2025,1,1,21,1,2.0,1.0,3,4709,35,55,B1,5.64,29.14,35.47,52.6,3.1,1.0,9.0,22.0,21.0
2025,1,1,21,1,4.0,0.0,4,3444,55,52,B1,4.14,32.35,31.37,25.0,2.1,2.0,2.0,7.0,12.0
2025,1,1,21,1,5.0,0.0,5,3928,49,61,B1,4.44,29.94,33.13,6.2,4.3,1.0,0.0,14.0,5.0
2025,1,1,21,1,3.0,0.0,6,5105,26,52,B1,5.31,36.71,37.5,7.6,3.1,0.0,1.0,9.0,29.0
2025,1,1,21,2,4.0,0.0,1,4363,39,53,A2,5.54,44.16,29.22,76.6,2.3,16.0,7.0,26.0,23.0
2025,1,1,21,2,5.0,0.0,2,5008,27,52,B1,4.65,29.56,25.15,21.0,2.7,0.0,4.0,11.0,9.0
2025,1,1,21,2,6.0,0.0,3,4874,30,52,B1,4.76,42.76,47.8,18.5,2.4,0.0,5.0,7.0,22.0
2025,1,1,21,2,1.0,1.0,4,3783,48,53,A1,7.3,41.38,37.64,29.4,3.6,1.0,4.0,23.0,21.0
2025,1,1,21,2,2.0,1.0,5,4669,39,53,B1,4.47,38.46,29.49,21.0,4.7,1.0,3.0,10.0,16.0
2025,1,1,21,2,3.0,0.0,6,5093,22,52,B1,4.77,30.77,35.71,0.0,2.8,0.0,0.0,12.0,15.0
2025,1,1,21,3,4.0,0.0,1,4588,33,56,A2,5.99,40.0,33.33,77.2,2.6,14.0,3.0,22.0,17.0
2025,1,1,21,3,5.0,0.0,2,4947,32,48,B1,4.53,43.79,30.67,33.3,4.4,3.0,3.0,8.0,15.0
2025,1,1,21,3,1.0,1.0,3,4848,30,52,A1,7.23,39.63,41.14,47.3,3.5,6.0,3.0,40.0,27.0
2025,1,1,21,3,2.0,1.0,4,3986,46,56,B1,5.33,40.35,31.45,26.3,3.7,1.0,4.0,15.0,18.0
2025,1,1,21,3,3.0,0.0,5,4463,38,56,A2,5.93,30.29,28.57,20.0,3.6,2.0,1.0,26.0,20.0
2025,1,1,21,3,,,6,5389,17,43,B2,1.05,36.84,40.24,0.0,4.2,0.0,0.0,0.0,0.0
2025,1,1,21,4,1.0,1.0,1,4189,43,56,A1,5.48,45.11,26.75,82.2,3.1,31.0,6.0,39.0,32.0
2025,1,1,21,4,2.0,1.0,2,5203,20,44,B1,4.58,37.43,33.53,42.1,3.2,1.0,7.0,6.0,13.0
2025,1,1,21,4,3.0,0.0,3,4406,39,52,B1,3.72,40.25,40.0,36.3,3.1,0.0,8.0,7.0,19.0
2025,1,1,21,4,6.0,0.0,4,5162,25,45,B1,4.24,34.81,38.24,25.0,3.6,1.0,1.0,5.0,1.0
2025,1,1,21,4,4.0,0.0,5,4268,39,60,B1,3.73,32.53,32.08,0.0,3.7,0.0,0.0,3.0,9.0
2025,1,1,21,4,5.0,0.0,6,4513,35,52,A2,5.66,42.35,30.3,9.0,4.0,0.0,2.0,22.0,28.0
2025,1,1,21,5,1.0,1.0,1,4544,37,52,A1,7.32,32.64,28.75,89.2,3.0,23.0,2.0,38.0,24.0
2025,1,1,21,5,4.0,0.0,2,4394,38,54,B1,5.54,34.66,30.82,36.3,3.2,1.0,3.0,11.0,14.0
2025,1,1,21,5,2.0,1.0,3,4936,28,48,B1,5.38,31.69,45.4,50.0,3.2,2.0,5.0,15.0,17.0
2025,1,1,21,5,5.0,0.0,4,4474,37,56,B1,4.95,39.88,33.33,23.8,3.5,3.0,2.0,16.0,19.0
2025,1,1,21,5,3.0,0.0,5,4674,37,52,A2,5.34,36.65,36.21,22.2,2.7,2.0,2.0,20.0,23.0
2025,1,1,21,5,6.0,0.0,6,4155,44,57,A1,5.96,39.2,48.24,6.2,4.7,1.0,0.0,23.0,14.0
2025,1,1,21,6,1.0,1.0,1,4346,39,55,B1,3.93,32.91,29.45,75.0,3.1,4.0,5.0,8.0,24.0
2025,1,1,21,6,2.0,1.0,2,4193,43,51,A1,6.13,38.15,37.8,51.8,3.1,3.0,11.0,30.0,34.0
2025,1,1,21,6,4.0,0.0,3,4403,39,52,A2,5.59,34.57,35.12,61.5,2.9,2.0,6.0,17.0,22.0
2025,1,1,21,6,6.0,0.0,4,5105,26,52,B1,5.31,36.71,37.5,26.6,3.2,1.0,3.0,9.0,29.0
2025,1,1,21,6,3.0,0.0,5,4874,30,52,B1,4.76,42.76,47.8,25.0,3.0,0.0,1.0,7.0,22.0
2025,1,1,21,6,5.0,0.0,6,5193,23,47,A2,4.51,38.01,38.37,5.8,3.8,0.0,1.0,19.0,21.0
2025,1,1,21,7,1.0,1.0,1,3825,51,59,B1,4.44,33.15,28.83,75.0,2.1,4.0,8.0,13.0,18.0
2025,1,1,21,7,4.0,0.0,2,3928,49,61,B1,4.44,29.94,33.13,33.3,4.2,2.0,4.0,14.0,5.0
2025,1,1,21,7,3.0,0.0,3,4947,32,48,B1,4.53,43.79,30.67,16.6,3.9,1.0,2.0,8.0,15.0
2025,1,1,21,7,2.0,1.0,4,5177,28,52,B1,3.41,31.1,27.54,6.2,4.6,0.0,1.0,1.0,8.0
2025,1,1,21,7,5.0,0.0,5,5008,27,52,B1,4.65,29.56,25.15,10.0,2.9,1.0,1.0,11.0,9.0
2025,1,1,21,7,6.0,0.0,6,4764,34,47,B2,4.63,31.58,28.4,0.0,3.2,0.0,0.0,20.0,17.0
2025,1,1,21,8,3.0,0.0,1,3986,46,56,B1,5.33,40.35,31.45,86.6,2.1,11.0,2.0,15.0,18.0
2025,1,1,21,8,4.0,0.0,2,4513,35,52,A2,5.66,42.35,30.3,28.0,3.5,2.0,5.0,22.0,28.0
2025,1,1,21,8,5.0,0.0,3,5330,21,51,B1,3.76,32.7,39.53,16.6,2.8,0.0,3.0,11.0,10.0
2025,1,1,21,8,1.0,1.0,4,4287,40,58,A1,6.56,30.51,39.52,41.9,2.5,6.0,7.0,41.0,36.0
2025,1,1,21,8,6.0,0.0,5,5158,26,52,B1,5.32,34.46,27.85,11.5,2.6,0.0,3.0,38.0,19.0
2025,1,1,21,8,2.0,1.0,6,3853,52,56,A2,5.54,31.79,28.57,9.5,4.4,0.0,2.0,26.0,25.0
2025,1,1,21,9,1.0,1.0,1,3523,56,53,A2,5.09,35.93,34.48,85.7,3.5,9.0,3.0,13.0,17.0
2025,1,1,21,9,2.0,1.0,2,4669,39,53,B1,4.47,38.46,29.49,30.7,3.2,2.0,2.0,10.0,16.0
2025,1,1,21,9,4.0,0.0,3,4189,43,56,A1,5.48,45.11,26.75,40.0,3.4,1.0,11.0,39.0,32.0
2025,1,1,21,9,3.0,0.0,4,4709,35,55,B1,5.64,29.14,35.47,21.7,3.5,3.0,2.0,22.0,21.0
2025,1,1,21,9,5.0,0.0,5,5203,20,44,B1,4.58,37.43,33.53,0.0,3.5,0.0,0.0,6.0,13.0
2025,1,1,21,9,6.0,0.0,6,4674,37,52,A2,5.34,36.65,36.21,7.1,3.6,0.0,1.0,20.0,23.0
2025,1,1,21,10,4.0,0.0,1,4463,38,56,A2,5.93,30.29,28.57,91.6,3.3,17.0,5.0,26.0,20.0
2025,1,1,21,10,6.0,0.0,2,4936,28,48,B1,5.38,31.69,45.4,36.3,3.4,1.0,3.0,15.0,17.0
2025,1,1,21,10,3.0,0.0,3,4544,37,52,A1,7.32,32.64,28.75,33.3,4.7,1.0,4.0,38.0,24.0
2025,1,1,21,10,2.0,1.0,4,4346,39,55,B1,3.93,32.91,29.45,31.2,3.3,2.0,3.0,8.0,24.0
2025,1,1,21,10,1.0,1.0,5,4932,28,52,A1,7.11,35.71,36.99,40.0,3.4,4.0,4.0,29.0,29.0
2025,1,1,21,10,5.0,0.0,6,3444,55,52,B1,4.14,32.35,31.37,11.1,1.6,1.0,0.0,7.0,12.0
2025,1,1,21,11,2.0,1.0,1,4424,39,50,A2,6.4,31.52,28.1,80.0,2.7,12.0,8.0,31.0,19.0
2025,1,1,21,11,5.0,0.0,2,4588,33,56,A2,5.99,40.0,33.33,40.0,2.4,2.0,4.0,22.0,17.0
2025,1,1,21,11,1.0,1.0,3,4364,39,54,A1,6.75,30.2,33.95,66.6,2.9,5.0,7.0,27.0,15.0
