年,月,日,競艇場番号,レース番号,距離,天候,風向き,風速,波高,着,艇,登番,モーター,ボート,展示タイム,進入番号,スタートタイミング,レースタイム
2025,07,09,17,11,1800,晴,南西,3,3,2,2,4703,75,24,6.82,3,0.09,1.52.3
2025,07,09,17,11,1800,晴,南西,3,3,3,4,4973,34,21,6.83,5,0.18,1.53.9
2025,07,09,17,11,1800,晴,南西,3,3,4,1,4096,70,33,6.81,1,0.14,1.55.1
2025,07,09,17,11,1800,晴,南西,3,3,5,5,3787,27,28,6.80,6,0.20,1.55.5
2025,07,09,17,11,1800,晴,南西,3,3,6,3,4434,53,50,6.82,4,0.13,1.57.0
2025,07,09,17,12,1800,晴,南西,3,3,1,1,4516,73,60,6.77,1,0.16,1.50.7
2025,07,09,17,12,1800,晴,南西,3,3,2,2,4514,21,58,6.79,2,0.16,1.51.7
2025,07,09,17,12,1800,晴,南西,3,3,3,3,4264,13,61,6.78,3,0.17,1.53.9
2025,07,09,17,12,1800,晴,南西,3,3,4,4,4873,38,37,6.77,4,0.14,1.55.2
2025,07,09,17,12,1800,晴,南西,3,3,5,5,5132,16,12,6.79,5,0.07,1.56.3
2025,07,09,17,12,1800,晴,南西,3,3,6,6,4727,64,51,6.86,6,0.09,1.58.0
2025,07,09,14,1,1800,晴,南東,2,2,1,1,4596,23,64,6.80,1,0.19,1.50.1
2025,07,09,14,1,1800,晴,南東,2,2,2,2,4965,30,29,6.77,2,0.26,1.51.1
2025,07,09,14,1,1800,晴,南東,2,2,3,5,4942,15,14,6.82,5,0.18,1.52.1
2025,07,09,14,1,1800,晴,南東,2,2,4,6,5151,34,83,6.81,6,0.29,1.53.7
2025,07,09,14,1,1800,晴,南東,2,2,5,4,4081,18,20,6.89,4,0.19,
2025,07,09,14,1,1800,晴,南東,2,2,6,3,5170,55,56,6.83,3,0.34,
2025,07,09,14,2,1800,晴,南東,3,3,1,4,4557,10,28,6.75,4,0.14,1.50.2
2025,07,09,14,2,1800,晴,南東,3,3,2,1,4393,36,78,6.75,1,0.11,1.51.7
2025,07,09,14,2,1800,晴,南東,3,3,3,5,4980,79,21,6.77,5,0.12,1.53.2
2025,07,09,14,2,1800,晴,南東,3,3,4,2,4248,29,13,6.87,2,0.13,1.53.6
2025,07,09,14,2,1800,晴,南東,3,3,5,6,4306,59,69,6.75,6,0.14,
2025,07,09,14,2,1800,晴,南東,3,3,6,3,4385,26,23,6.75,3,0.20,
2025,07,09,14,3,1800,晴,南東,4,4,1,3,4173,11,82,6.86,3,0.24,1.49.6
2025,07,09,14,3,1800,晴,南東,4,4,2,5,4377,17,61,6.82,5,0.26,1.49.9
2025,07,09,14,3,1800,晴,南東,4,4,3,2,5257,63,76,6.79,2,0.21,1.50.1
2025,07,09,14,3,1800,晴,南東,4,4,4,4,3444,31,66,6.81,4,0.37,1.53.3
2025,07,09,14,3,1800,晴,南東,4,4,5,1,4381,57,11,6.76,1,0.28,
2025,07,09,14,3,1800,晴,南東,4,4,6,6,4251,62,33,6.81,6,0.32,
2025,07,09,14,4,1800,晴,東,3,3,1,2,4049,35,53,6.83,2,0.12,1.50.2
2025,07,09,14,4,1800,晴,東,3,3,2,1,4218,38,72,6.77,1,0.16,1.50.6
2025,07,09,14,4,1800,晴,東,3,3,3,5,3284,33,84,6.81,5,0.07,1.53.1
2025,07,09,14,4,1800,晴,東,3,3,4,6,5287,37,31,6.68,6,0.08,1.54.3
2025,07,09,14,4,1800,晴,東,3,3,5,3,4900,52,34,6.80,3,0.16,
2025,07,09,14,4,1800,晴,東,3,3,6,4,4636,51,77,6.80,4,0.08,
2025,07,09,14,5,1800,晴,東,3,3,1,2,4926,24,30,6.76,2,0.15,1.49.2
2025,07,09,14,5,1800,晴,東,3,3,2,3,4077,28,12,6.83,3,0.16,1.50.8
2025,07,09,14,5,1800,晴,東,3,3,3,4,4919,32,39,6.82,4,0.13,1.52.3
2025,07,09,14,5,1800,晴,東,3,3,4,6,4449,76,19,6.68,6,0.29,1.53.9
2025,07,09,14,5,1800,晴,東,3,3,5,5,4183,19,24,6.79,5,0.18,
2025,07,09,14,5,1800,晴,東,3,3,6,1,4463,27,67,6.68,1,0.24,
2025,07,09,14,6,1800,晴,南東,4,4,1,2,4967,81,32,6.74,2,0.11,1.48.5
2025,07,09,14,6,1800,晴,南東,4,4,2,6,5015,50,59,6.91,6,0.06,1.50.2
2025,07,09,14,6,1800,晴,南東,4,4,3,1,4896,72,73,6.81,1,0.15,1.51.2
2025,07,09,14,6,1800,晴,南東,4,4,4,4,4981,67,65,6.84,4,0.07,1.52.3
2025,07,09,14,6,1800,晴,南東,4,4,5,3,3467,16,16,6.78,3,0.08,
2025,07,09,14,6,1800,晴,南東,4,4,6,5,4385,26,23,6.83,5,0.17,
2025,07,09,14,7,1800,晴,東,3,3,1,6,4739,25,38,6.74,3,0.21,1.49.7
2025,07,09,14,7,1800,晴,東,3,3,2,2,5151,34,83,6.71,2,0.21,1.51.8
2025,07,09,14,7,1800,晴,東,3,3,3,3,5086,22,63,6.82,4,0.20,1.52.1
2025,07,09,14,7,1800,晴,東,3,3,4,4,4980,79,21,6.73,5,0.19,1.52.9
2025,07,09,14,7,1800,晴,東,3,3,5,5,3812,39,68,6.78,6,0.14,
2025,07,09,14,7,1800,晴,東,3,3,6,1,3444,31,66,6.77,1,0.33,
2025,07,09,14,8,1800,晴,南東,5,5,1,5,4482,53,81,6.64,5,0.15,1.49.0
2025,07,09,14,8,1800,晴,南東,5,5,2,3,3841,56,75,6.79,3,0.17,1.50.7
2025,07,09,14,8,1800,晴,南東,5,5,3,2,4251,62,33,6.83,2,0.21,1.52.5
2025,07,09,14,8,1800,晴,南東,5,5,4,4,4248,29,13,6.82,4,0.16,1.53.7
2025,07,09,14,8,1800,晴,南東,5,5,5,6,4081,18,20,6.83,6,0.23,
2025,07,09,14,8,1800,晴,南東,5,5,6,1,4636,51,77,6.71,1,0.29,
2025,07,09,14,9,1800,晴,南東,3,3,1,6,3743,21,54,6.81,3,0.19,1.49.1
2025,07,09,14,9,1800,晴,南東,3,3,2,3,4377,17,61,6.81,5,0.11,1.49.5
2025,07,09,14,9,1800,晴,南東,3,3,3,5,4393,36,78,6.84,2,0.22,1.53.4
2025,07,09,14,9,1800,晴,南東,3,3,4,4,5170,55,56,6.77,6,0.17,1.54.6
2025,07,09,14,9,1800,晴,南東,3,3,5,1,4382,64,71,6.75,1,0.20,
2025,07,09,14,9,1800,晴,南東,3,3,6,2,5287,37,31,6.71,4,0.16,
2025,07,09,14,10,1800,晴,東,4,4,1,4,4926,24,30,6.75,4,0.09,1.50.4
2025,07,09,14,10,1800,晴,東,4,4,2,5,4302,58,10,6.77,5,0.06,1.52.1
2025,07,09,14,10,1800,晴,東,4,4,3,1,3528,60,51,6.68,1,0.17,1.53.1
2025,07,09,14,10,1800,晴,東,4,4,4,2,4098,12,17,6.71,2,0.18,1.53.7
2025,07,09,14,10,1800,晴,東,4,4,5,6,4557,10,28,6.79,6,0.09,
2025,07,09,14,10,1800,晴,東,4,4,6,3,3284,33,84,6.78,3,0.16,
2025,07,09,14,11,1800,晴,東,4,4,1,1,4049,35,53,6.74,1,0.08,1.50.0
2025,07,09,14,11,1800,晴,東,4,4,2,2,5015,50,59,6.77,2,0.10,1.50.7
2025,07,09,14,11,1800,晴,東,4,4,3,5,4596,23,64,6.81,5,0.14,1.52.2
2025,07,09,14,11,1800,晴,東,4,4,4,6,5257,63,76,6.89,6,0.12,1.52.6
2025,07,09,14,11,1800,晴,東,4,4,5,3,4183,19,24,6.80,3,0.09,
2025,07,09,14,11,1800,晴,東,4,4,6,4,3812,39,68,6.80,4,0.12,
2025,07,09,14,12,1800,晴,南東,2,2,1,4,4463,27,67,6.85,4,0.11,1.49.2
2025,07,09,14,12,1800,晴,南東,2,2,2,1,4482,53,81,6.70,1,0.10,1.50.5
2025,07,09,14,12,1800,晴,南東,2,2,3,5,4381,57,11,6.80,5,0.04,1.52.0
2025,07,09,14,12,1800,晴,南東,2,2,4,6,4967,81,32,6.88,6,0.06,1.53.5
2025,07,09,14,12,1800,晴,南東,2,2,5,3,4306,59,69,6.85,3,0.04,
2025,07,09,14,12,1800,晴,南東,2,2,6,2,4739,25,38,6.82,2,0.15,
2025,07,09,13,1,1800,晴,西,2,0,1,2,3796,27,38,6.81,2,0.20,1.50.7
2025,07,09,13,1,1800,晴,西,2,0,2,3,3961,6,29,6.88,3,0.19,1.51.8
2025,07,09,13,1,1800,晴,西,2,0,3,1,3852,5,30,6.82,1,0.25,1.52.8
2025,07,09,13,1,1800,晴,西,2,0,4,4,3246,34,21,6.89,4,0.35,1.54.6
2025,07,09,13,1,1800,晴,西,2,0,5,5,3411,21,14,6.87,5,0.36,1.55.9
2025,07,09,13,1,1800,晴,西,2,0,6,6,3600,42,49,6.85,6,0.38,1.57.9
2025,07,09,13,2,1800,晴,南西,3,0,1,1,3514,29,63,6.81,1,0.22,1.50.7
2025,07,09,13,2,1800,晴,南西,3,0,2,3,3931,12,35,6.78,3,0.21,1.51.6
2025,07,09,13,2,1800,晴,南西,3,0,3,5,4108,35,43,6.84,5,0.16,1.54.1
2025,07,09,13,2,1800,晴,南西,3,0,4,4,3377,22,19,6.83,4,0.19,1.55.5
2025,07,09,13,2,1800,晴,南西,3,0,5,6,3353,53,69,6.91,6,0.26,1.56.0
2025,07,09,13,2,1800,晴,南西,3,0,6,2,3820,26,17,6.88,2,0.36,1.56.6
2025,07,09,13,3,1800,晴,西,5,3,1,1,3339,28,36,6.86,1,0.16,1.50.8
2025,07,09,13,3,1800,晴,西,5,3,2,3,3489,44,34,6.91,3,0.18,1.51.9
2025,07,09,13,3,1800,晴,西,5,3,3,4,3875,13,66,6.83,4,0.19,1.53.1
2025,07,09,13,3,1800,晴,西,5,3,4,2,4084,16,56,6.76,2,0.21,1.55.0
2025,07,09,13,3,1800,晴,西,5,3,5,5,3714,14,68,6.87,5,0.20,1.55.0
2025,07,09,13,3,1800,晴,西,5,3,6,6,3915,19,59,6.84,6,0.22,1.56.7
2025,07,09,13,4,1800,晴,南西,4,0,1,1,3935,8,37,6.79,1,0.07,1.50.2
2025,07,09,13,4,1800,晴,南西,4,0,2,4,3473,52,53,6.89,2,0.09,1.51.7
2025,07,09,13,4,1800,晴,南西,4,0,3,2,3988,36,11,6.83,3,0.09,1.54.0
2025,07,09,13,4,1800,晴,南西,4,0,4,3,3878,32,71,6.87,6,0.24,1.54.8
2025,07,09,13,4,1800,晴,南西,4,0,5,6,3432,61,50,6.86,5,0.25,1.56.7
2025,07,09,13,4,1800,晴,南西,4,0,6,5,3612,18,39,6.85,4,0.28,1.59.7
2025,07,09,13,5,1800,晴,南西,6,4,1,2,3556,49,22,6.83,2,0.23,1.50.9
2025,07,09,13,5,1800,晴,南西,6,4,2,5,4025,15,61,6.83,5,0.28,1.52.2
2025,07,09,13,5,1800,晴,南西,6,4,3,4,3226,38,60,6.85,4,0.28,1.54.0
2025,07,09,13,5,1800,晴,南西,6,4,4,3,3912,4,16,6.82,3,0.27,1.54.2
2025,07,09,13,5,1800,晴,南西,6,4,5,1,3482,40,55,6.87,1,0.27,1.54.8
2025,07,09,13,5,1800,晴,南西,6,4,6,6,3497,60,32,6.85,6,0.30,1.57.6
2025,07,09,13,6,1800,晴,南西,5,3,1,1,3716,45,33,6.80,1,0.15,1.50.0
2025,07,09,13,6,1800,晴,南西,5,3,2,3,3257,43,75,6.83,3,0.14,1.51.9
2025,07,09,13,6,1800,晴,南西,5,3,3,5,3850,2,15,6.81,5,0.12,1.53.3
2025,07,09,13,6,1800,晴,南西,5,3,4,6,3931,12,35,6.78,6,0.14,1.54.0
2025,07,09,13,6,1800,晴,南西,5,3,5,4,3548,58,31,6.91,4,0.13,1.56.2
2025,07,09,13,6,1800,晴,南西,5,3,6,2,3600,42,49,6.84,2,0.17,1.57.8
2025,07,09,13,7,1800,晴,西,6,4,1,1,3746,57,48,6.82,1,0.20,1.50.6
2025,07,09,13,7,1800,晴,西,6,4,2,5,4002,55,70,6.81,5,0.16,1.52.5
2025,07,09,13,7,1800,晴,西,6,4,3,3,3875,13,66,6.85,3,0.18,1.53.9
2025,07,09,13,7,1800,晴,西,6,4,4,4,3514,29,63,6.79,4,0.19,1.55.2
2025,07,09,13,7,1800,晴,西,6,4,5,2,3411,21,14,6.89,2,0.23,1.55.4
2025,07,09,13,7,1800,晴,西,6,4,6,6,3686,23,25,6.85,6,0.18,1.56.3
2025,07,09,13,8,1800,晴,南西,6,4,1,1,3158,51,40,6.83,1,0.14,1.50.9
2025,07,09,13,8,1800,晴,南西,6,4,2,4,3960,50,72,6.83,4,0.13,1.52.7
2025,07,09,13,8,1800,晴,南西,6,4,3,6,3352,30,41,6.87,6,0.21,1.53.8
2025,07,09,13,8,1800,晴,南西,6,4,4,5,3852,5,30,6.84,5,0.21,1.55.2
2025,07,09,13,8,1800,晴,南西,6,4,5,3,4108,35,43,6.89,3,0.14,1.56.5
2025,07,09,13,8,1800,晴,南西,6,4,6,2,3517,33,44,6.88,2,0.11,1.57.1
2025,07,09,13,9,1800,晴,西,4,0,1,3,4102,9,13,6.81,3,0.13,1.51.3
2025,07,09,13,9,1800,晴,西,4,0,2,5,3813,41,18,6.87,5,0.19,1.52.0
2025,07,09,13,9,1800,晴,西,4,0,3,4,3482,40,55,6.82,4,0.18,1.53.8
2025,07,09,13,9,1800,晴,西,4,0,4,6,3878,32,71,6.91,6,0.26,1.54.8
2025,07,09,13,9,1800,晴,西,4,0,5,1,3654,25,74,6.82,1,0.23,1.56.3
2025,07,09,13,9,1800,晴,西,4,0,6,2,3956,31,73,6.89,2,0.27,1.56.6
2025,07,09,13,10,1800,晴,南西,5,3,1,2,3612,18,39,6.86,2,0.20,1.51.2
2025,07,09,13,10,1800,晴,南西,5,3,2,1,3304,37,23,6.87,1,0.25,1.52.3
2025,07,09,13,10,1800,晴,南西,5,3,3,6,3961,6,29,6.80,6,0.22,1.52.8
2025,07,09,13,10,1800,晴,南西,5,3,4,5,3912,4,16,6.78,5,0.15,1.53.2
2025,07,09,13,10,1800,晴,南西,5,3,5,3,3850,2,15,6.80,3,0.20,1.56.4
2025,07,09,13,10,1800,晴,南西,5,3,6,4,3489,44,34,6.90,4,0.19,1.57.3
2025,07,09,13,11,1800,晴,西,4,0,1,1,4025,15,61,6.76,1,0.15,1.58.7
2025,07,09,13,11,1800,晴,西,4,0,2,2,3915,19,59,6.82,2,0.19,2.03.9
2025,07,09,13,11,1800,晴,西,4,0,3,3,3548,58,31,6.89,3,0.14,2.05.6
2025,07,09,13,11,1800,晴,西,4,0,4,6,3988,36,11,6.79,6,0.20,2.09.6
2025,07,09,13,11,1800,晴,西,4,0,5,4,3796,27,38,6.82,4,0.16,2.12.8
2025,07,09,13,12,1800,晴,西,7,5,1,1,3960,50,72,6.84,1,0.14,1.50.5
2025,07,09,13,12,1800,晴,西,7,5,2,3,4002,55,70,6.83,3,0.18,1.52.3
2025,07,09,13,12,1800,晴,西,7,5,3,2,3473,52,53,6.88,2,0.21,1.53.5
2025,07,09,13,12,1800,晴,西,7,5,4,4,3556,49,22,6.81,4,0.14,1.54.3
2025,07,09,13,12,1800,晴,西,7,5,5,6,4084,16,56,6.80,6,0.13,1.54.6
2025,07,09,13,12,1800,晴,西,7,5,6,5,3716,45,33,6.85,5,0.12,1.56.6
2025,07,09,11,1,1800,晴,北東,2,2,1,3,4532,37,70,6.82,3,0.05,1.49.0
2025,07,09,11,1,1800,晴,北東,2,2,2,1,4502,34,46,6.73,1,0.12,1.49.1
2025,07,09,11,1,1800,晴,北東,2,2,3,4,4573,40,48,6.81,4,0.15,1.51.9
2025,07,09,11,1,1800,晴,北東,2,2,4,5,4503,49,56,6.84,5,0.17,1.54.4
2025,07,09,11,1,1800,晴,北東,2,2,5,2,4407,47,15,6.81,2,0.13,
2025,07,09,11,1,1800,晴,北東,2,2,6,6,4850,55,64,6.90,6,0.12,
2025,07,09,11,2,1800,晴,北東,2,2,1,4,3941,16,37,6.82,4,0.10,1.49.9
2025,07,09,11,2,1800,晴,北東,2,2,2,1,4177,53,36,6.65,1,0.17,1.52.2
2025,07,09,11,2,1800,晴,北東,2,2,3,5,4611,22,47,6.83,5,0.11,1.53.3
2025,07,09,11,2,1800,晴,北東,2,2,4,6,4030,29,13,6.89,6,0.13,1.54.6
2025,07,09,11,2,1800,晴,北東,2,2,5,3,4245,43,67,6.80,3,0.17,
2025,07,09,11,2,1800,晴,北東,2,2,6,2,3942,18,49,6.77,2,0.20,
2025,07,09,11,3,1800,晴,北東,2,2,1,3,4584,58,41,6.84,4,0.09,1.50.2
2025,07,09,11,3,1800,晴,北東,2,2,2,1,4700,61,53,6.80,1,0.20,1.51.3
2025,07,09,11,3,1800,晴,北東,2,2,3,6,4262,45,11,6.74,6,0.10,1.52.8
2025,07,09,11,3,1800,晴,北東,2,2,4,2,4350,59,40,6.85,3,0.17,1.55.3
2025,07,09,11,3,1800,晴,北東,2,2,5,4,3024,14,43,6.95,2,0.30,
2025,07,09,11,3,1800,晴,北東,2,2,6,5,4169,25,16,6.84,5,0.16,
2025,07,09,11,4,1800,晴,北東,2,2,1,1,4166,50,66,6.70,1,0.11,1.48.8
2025,07,09,11,4,1800,晴,北東,2,2,2,3,4459,60,51,6.80,3,0.11,1.50.3
2025,07,09,11,4,1800,晴,北東,2,2,3,5,4205,62,29,6.67,5,0.10,1.51.9
2025,07,09,11,4,1800,晴,北東,2,2,4,2,3611,63,71,6.78,2,0.13,1.53.6
2025,07,09,11,4,1800,晴,北東,2,2,5,6,4266,15,14,6.82,6,0.11,
2025,07,09,11,4,1800,晴,北東,2,2,6,4,5201,21,31,6.74,4,0.11,
2025,07,09,11,5,1800,晴,北東,3,3,1,3,3952,46,39,6.94,3,0.12,1.50.6
2025,07,09,11,5,1800,晴,北東,3,3,2,1,4174,38,50,6.90,1,0.11,1.51.8
2025,07,09,11,5,1800,晴,北東,3,3,3,6,4320,28,20,6.69,6,0.10,1.53.1
2025,07,09,11,5,1800,晴,北東,3,3,4,5,4159,30,45,6.83,5,0.11,1.54.0
2025,07,09,11,5,1800,晴,北東,3,3,5,4,4865,56,22,6.80,4,0.07,
2025,07,09,11,5,1800,晴,北東,3,3,6,2,3590,23,21,6.83,2,0.14,
2025,07,09,11,6,1800,晴,北東,3,3,1,1,4013,70,63,6.83,1,0.19,1.50.6
2025,07,09,11,6,1800,晴,北東,3,3,2,3,4444,12,38,6.80,3,0.21,1.51.4
2025,07,09,11,6,1800,晴,北東,3,3,3,2,4364,35,52,6.82,2,0.21,1.52.7
2025,07,09,11,6,1800,晴,北東,3,3,4,6,4686,65,24,6.89,6,0.16,1.53.0
2025,07,09,11,6,1800,晴,北東,3,3,5,4,3940,39,59,6.82,4,0.25,
2025,07,09,11,6,1800,晴,北東,3,3,6,5,4407,47,15,6.87,5,0.24,
2025,07,09,11,7,1800,晴,南東,2,2,1,1,4336,32,18,6.84,1,0.14,1.50.6
2025,07,09,11,7,1800,晴,南東,2,2,2,3,4571,26,65,6.67,3,0.17,1.51.8
2025,07,09,11,7,1800,晴,南東,2,2,3,5,4450,31,19,6.88,5,0.17,1.53.3
2025,07,09,11,7,1800,晴,南東,2,2,4,4,4245,43,67,6.88,4,0.21,1.54.1
2025,07,09,11,7,1800,晴,南東,2,2,5,2,4573,40,48,6.81,2,0.16,
2025,07,09,11,7,1800,晴,南東,2,2,6,6,3557,33,17,6.81,6,0.28,
2025,07,09,11,8,1800,晴,東,4,4,1,4,4851,17,61,6.74,4,0.12,1.50.4
2025,07,09,11,8,1800,晴,東,4,4,2,3,4290,41,72,6.77,3,0.15,1.52.1
2025,07,09,11,8,1800,晴,東,4,4,3,5,3941,16,37,6.71,5,0.11,1.53.1
2025,07,09,11,8,1800,晴,東,4,4,4,1,4401,13,23,6.76,1,0.17,1.53.4
2025,07,09,11,8,1800,晴,東,4,4,5,6,5096,69,32,6.80,6,0.12,
2025,07,09,11,8,1800,晴,東,4,4,6,2,4584,58,41,6.72,2,0.25,
2025,07,09,11,9,1800,晴,北,3,3,1,1,4719,57,60,6.77,1,0.02,1.50.3
2025,07,09,11,9,1800,晴,北,3,3,2,3,4262,45,11,6.75,3,0.04,1.50.7
2025,07,09,11,9,1800,晴,北,3,3,3,6,4335,36,62,6.96,6,0.11,1.53.2
2025,07,09,11,9,1800,晴,北,3,3,4,4,4177,53,36,6.74,4,0.07,1.55.4
2025,07,09,11,9,1800,晴,北,3,3,5,5,4256,11,73,6.84,5,0.12,
2025,07,09,11,9,1800,晴,北,3,3,6,2,4685,71,12,6.77,2,0.08,
2025,07,09,11,10,1800,晴,北東,4,3,1,4,3959,44,33,6.87,4,0.10,1.50.0
2025,07,09,11,10,1800,晴,北東,4,3,2,1,4337,52,35,6.69,1,0.13,1.52.4
2025,07,09,11,10,1800,晴,北東,4,3,3,2,4320,28,20,6.62,2,0.17,1.53.4
2025,07,09,11,10,1800,晴,北東,4,3,4,5,4415,73,26,6.75,5,0.15,1.54.0
2025,07,09,11,10,1800,晴,北東,4,3,5,6,4459,60,51,6.79,6,0.19,
2025,07,09,11,10,1800,晴,北東,4,3,6,3,4700,61,53,6.84,3,0.18,
2025,07,09,11,11,1800,晴,北,3,3,1,1,4205,62,29,6.78,1,0.12,1.50.3
2025,07,09,11,11,1800,晴,北,3,3,2,2,4532,37,70,6.88,2,0.15,1.51.1
2025,07,09,11,11,1800,晴,北,3,3,3,3,4013,70,63,6.88,3,0.26,1.53.0
2025,07,09,11,11,1800,晴,北,3,3,4,4,4024,67,28,6.89,4,0.22,1.54.9
2025,07,09,11,11,1800,晴,北,3,3,5,5,4174,38,50,6.92,5,0.24,
2025,07,09,11,11,1800,晴,北,3,3,6,6,3942,18,49,6.85,6,0.23,
2025,07,09,11,12,1800,晴,南西,1,1,1,1,4444,12,38,6.75,1,0.16,1.50.0
2025,07,09,11,12,1800,晴,南西,1,1,2,3,4266,15,14,6.85,3,0.16,1.50.9
2025,07,09,11,12,1800,晴,南西,1,1,3,4,3557,33,17,6.79,4,0.23,1.52.7
2025,07,09,11,12,1800,晴,南西,1,1,4,6,4524,51,69,6.81,6,0.21,1.52.9
2025,07,09,11,12,1800,晴,南西,1,1,5,5,3590,23,21,6.75,5,0.34,
2025,07,09,11,12,1800,晴,南西,1,1,6,2,4030,29,13,6.81,2,0.16,
2025,07,09,10,1,1800,曇り,北西,1,1,1,1,4469,67,28,6.85,1,0.13,1.50.1
2025,07,09,10,1,1800,曇り,北西,1,1,2,4,3535,43,37,6.79,4,0.13,1.52.4
2025,07,09,10,1,1800,曇り,北西,1,1,3,5,3392,61,67,6.87,5,0.14,1.53.4
2025,07,09,10,1,1800,曇り,北西,1,1,4,2,4950,28,61,6.86,2,0.11,1.53.5
2025,07,09,10,1,1800,曇り,北西,1,1,5,3,4167,44,18,6.88,3,0.09,
2025,07,09,10,1,1800,曇り,北西,1,1,6,6,4405,11,47,6.82,6,0.13,
2025,07,09,10,2,1800,曇り,北,1,1,1,1,4983,58,29,6.81,1,0.11,1.50.7
2025,07,09,10,2,1800,曇り,北,1,1,2,5,5065,70,52,6.90,5,0.02,1.51.8
2025,07,09,10,2,1800,曇り,北,1,1,3,4,3361,37,68,6.87,4,0.03,1.53.6
2025,07,09,10,2,1800,曇り,北,1,1,4,3,5302,53,42,6.87,3,0.10,1.53.7
2025,07,09,10,2,1800,曇り,北,1,1,5,2,4298,27,23,6.81,2,0.13,
2025,07,09,10,2,1800,曇り,北,1,1,6,6,5375,69,12,6.87,6,0.08,
2025,07,09,10,3,1800,曇り,北,1,1,1,1,4384,57,54,6.88,1,0.09,1.51.8
2025,07,09,10,3,1800,曇り,北,1,1,2,3,4674,24,22,6.84,3,0.06,1.52.5
2025,07,09,10,3,1800,曇り,北,1,1,3,6,3982,13,50,6.87,5,0.04,1.54.0
2025,07,09,10,3,1800,曇り,北,1,1,4,2,3710,55,63,6.85,2,0.12,1.54.3
2025,07,09,10,3,1800,曇り,北,1,1,5,5,3350,34,21,6.96,4,0.11,
2025,07,09,10,3,1800,曇り,北,1,1,6,4,5383,51,58,6.82,6,0.22,
2025,07,09,10,4,1800,曇り,北西,2,2,1,2,3643,29,70,6.85,2,0.18,1.50.9
2025,07,09,10,4,1800,曇り,北西,2,2,2,4,3532,22,15,6.72,3,0.15,1.51.1
2025,07,09,10,4,1800,曇り,北西,2,2,3,1,4156,68,35,6.87,1,0.21,1.53.7
2025,07,09,10,4,1800,曇り,北西,2,2,4,6,4934,18,53,6.82,6,0.10,1.54.7
2025,07,09,10,4,1800,曇り,北西,2,2,5,3,3975,48,46,6.83,4,0.15,
2025,07,09,10,4,1800,曇り,北西,2,2,6,5,5143,19,32,6.83,5,0.15,
2025,07,09,10,5,1800,晴,北西,3,3,1,3,4535,54,40,6.77,3,0.17,1.50.6
2025,07,09,10,5,1800,晴,北西,3,3,2,1,3606,39,45,6.82,1,0.19,1.53.2
2025,07,09,10,5,1800,晴,北西,3,3,3,5,4950,28,61,6.87,5,0.19,1.54.1
2025,07,09,10,5,1800,晴,北西,3,3,4,2,3825,56,62,6.85,2,0.17,1.54.6
2025,07,09,10,5,1800,晴,北西,3,3,5,6,5229,62,25,6.82,6,0.24,
2025,07,09,10,5,1800,晴,北西,3,3,6,4,4723,30,43,6.79,4,0.18,
2025,07,09,10,6,1800,晴,北西,3,3,1,1,4346,46,66,6.85,1,0.13,1.51.7
2025,07,09,10,6,1800,晴,北西,3,3,2,4,4863,31,26,6.89,6,0.09,1.52.6
2025,07,09,10,6,1800,晴,北西,3,3,3,3,4405,11,47,6.86,3,0.12,1.53.8
2025,07,09,10,6,1800,晴,北西,3,3,4,5,3558,42,44,6.90,4,0.08,1.54.4
2025,07,09,10,6,1800,晴,北西,3,3,5,6,4359,32,33,6.99,5,0.05,
2025,07,09,10,6,1800,晴,北西,3,3,6,2,4404,65,13,6.97,2,0.15,
2025,07,09,10,7,1800,晴,北西,4,4,1,1,3788,26,11,6.86,1,0.09,1.51.6
2025,07,09,10,7,1800,晴,北西,4,4,2,2,5065,70,52,6.89,2,0.08,1.52.4
2025,07,09,10,7,1800,晴,北西,4,4,3,5,3710,55,63,6.88,5,0.17,1.53.2
2025,07,09,10,7,1800,晴,北西,4,4,4,4,4167,44,18,6.85,4,0.14,1.55.0
2025,07,09,10,7,1800,晴,北西,4,4,5,3,5355,41,57,6.91,3,0.10,
2025,07,09,10,7,1800,晴,北西,4,4,6,6,5383,51,58,6.79,6,0.21,
2025,07,09,10,8,1800,晴,北西,3,3,1,1,3957,35,20,6.89,1,0.17,1.51.0
2025,07,09,10,8,1800,晴,北西,3,3,2,2,3350,34,21,6.99,2,0.16,1.52.2
2025,07,09,10,8,1800,晴,北西,3,3,3,5,4469,67,28,6.94,5,0.16,1.53.8
2025,07,09,10,8,1800,晴,北西,3,3,4,3,3361,37,68,6.92,3,0.21,1.55.1
2025,07,09,10,8,1800,晴,北西,3,3,5,4,5143,19,32,6.89,4,0.17,
2025,07,09,10,8,1800,晴,北西,3,3,6,6,4156,68,35,6.88,6,0.29,
2025,07,09,10,9,1800,晴,北,3,3,1,1,4934,18,53,6.85,1,0.10,1.51.9
2025,07,09,10,9,1800,晴,北,3,3,2,2,3392,61,67,6.86,2,0.17,1.52.9
2025,07,09,10,9,1800,晴,北,3,3,3,4,3975,48,46,6.94,4,0.11,1.54.5
2025,07,09,10,9,1800,晴,北,3,3,4,3,4723,30,43,6.85,3,0.15,1.55.6
2025,07,09,10,9,1800,晴,北,3,3,5,5,5302,53,42,6.91,5,0.16,
2025,07,09,10,9,1800,晴,北,3,3,6,6,3606,39,45,6.86,6,0.22,
2025,07,09,10,10,1800,晴,北,3,3,1,1,4359,32,33,6.94,1,0.16,1.51.7
