年,月,日,競艇場番号,レース番号,距離,天候,風向き,風速,波高,着,艇,登番,モーター,ボート,展示タイム,進入番号,スタートタイミング,レースタイム
2025,07,09,10,10,1800,晴,北,3,3,2,2,4535,54,40,6.91,2,0.21,1.53.0
2025,07,09,10,10,1800,晴,北,3,3,3,3,3535,43,37,6.79,3,0.18,1.54.7
2025,07,09,10,10,1800,晴,北,3,3,4,4,4384,57,54,6.93,4,0.20,1.55.0
2025,07,09,10,10,1800,晴,北,3,3,5,5,4298,27,23,6.91,5,0.13,
2025,07,09,10,10,1800,晴,北,3,3,6,6,4346,46,66,6.91,6,0.13,
2025,07,09,10,11,1800,晴,北西,4,4,1,1,5229,62,25,6.90,1,0.05,1.51.1
2025,07,09,10,11,1800,晴,北西,4,4,2,2,4674,24,22,6.87,2,0.06,1.53.1
2025,07,09,10,11,1800,晴,北西,4,4,3,5,3643,29,70,6.90,5,0.08,1.55.5
2025,07,09,10,11,1800,晴,北西,4,4,4,3,3532,22,15,6.84,3,0.07,1.55.5
2025,07,09,10,11,1800,晴,北西,4,4,5,4,4983,58,29,6.87,4,0.07,
2025,07,09,10,11,1800,晴,北西,4,4,6,6,3788,26,11,6.84,6,0.08,
2025,07,09,10,12,1800,晴,北西,3,3,1,3,4877,66,51,6.83,3,0.10,1.50.4
2025,07,09,10,12,1800,晴,北西,3,3,2,4,3978,12,69,6.81,4,0.11,1.51.4
2025,07,09,10,12,1800,晴,北西,3,3,3,5,5066,16,55,6.86,5,0.13,1.52.9
2025,07,09,10,12,1800,晴,北西,3,3,4,2,4230,23,72,6.83,2,0.13,1.53.7
2025,07,09,10,12,1800,晴,北西,3,3,5,1,4418,33,39,6.75,1,0.13,
2025,07,09,10,12,1800,晴,北西,3,3,6,6,4175,20,19,6.92,6,0.13,
2025,07,09,08,1,1800,晴,南,2,0,1,1,4470,54,69,6.86,1,0.08,1.50.2
2025,07,09,08,1,1800,晴,南,2,0,2,2,5085,22,39,6.82,2,0.12,1.52.1
2025,07,09,08,1,1800,晴,南,2,0,3,3,5047,45,73,6.83,3,0.16,1.53.6
2025,07,09,08,1,1800,晴,南,2,0,4,4,4289,52,15,6.78,4,0.09,1.54.6
2025,07,09,08,1,1800,晴,南,2,0,5,6,4618,14,61,6.89,6,0.14,
2025,07,09,08,1,1800,晴,南,2,0,6,5,4301,16,33,6.93,5,0.11,
2025,07,09,08,2,1800,晴,南西,1,0,1,2,4121,59,35,6.82,3,0.18,1.51.1
2025,07,09,08,2,1800,晴,南西,1,0,2,5,3542,1,56,6.88,2,0.12,1.52.0
2025,07,09,08,2,1800,晴,南西,1,0,3,6,4598,44,38,6.87,5,0.21,1.53.5
2025,07,09,08,2,1800,晴,南西,1,0,4,3,4766,55,25,6.81,4,0.15,1.54.7
2025,07,09,08,2,1800,晴,南西,1,0,5,1,5153,17,12,6.79,1,0.27,
2025,07,09,08,2,1800,晴,南西,1,0,6,4,5380,10,40,6.82,6,0.25,
2025,07,09,08,3,1800,晴,南西,2,0,1,1,4358,6,44,6.75,1,0.19,1.51.0
2025,07,09,08,3,1800,晴,南西,2,0,2,2,4053,12,37,6.81,2,0.18,1.52.7
2025,07,09,08,3,1800,晴,南西,2,0,3,5,4817,15,75,6.82,5,0.37,1.54.0
2025,07,09,08,3,1800,晴,南西,2,0,4,3,4803,3,67,6.80,4,0.26,1.55.5
2025,07,09,08,3,1800,晴,南西,2,0,5,4,3870,47,36,6.89,3,0.23,
2025,07,09,08,3,1800,晴,南西,2,0,6,6,5362,61,24,6.86,6,0.30,
2025,07,09,08,4,1800,晴,南西,2,0,1,1,4329,19,41,6.74,1,0.12,1.51.3
2025,07,09,08,4,1800,晴,南西,2,0,2,2,4448,5,68,6.81,2,0.12,1.51.9
2025,07,09,08,4,1800,晴,南西,2,0,3,5,4076,56,11,6.82,5,0.21,1.54.1
2025,07,09,08,4,1800,晴,南西,2,0,4,3,4253,35,46,6.83,3,0.14,1.55.4
2025,07,09,08,4,1800,晴,南西,2,0,5,4,4367,28,42,6.84,4,0.27,
2025,07,09,08,4,1800,晴,南西,2,0,6,6,3776,30,34,6.86,6,0.23,
2025,07,09,08,5,1800,曇り,南,2,0,1,1,4876,31,26,6.79,1,0.17,1.50.2
2025,07,09,08,5,1800,曇り,南,2,0,2,2,4931,58,54,6.81,2,0.15,1.51.0
2025,07,09,08,5,1800,曇り,南,2,0,3,5,4427,53,14,6.75,5,0.16,1.53.9
2025,07,09,08,5,1800,曇り,南,2,0,4,6,3539,9,20,6.84,6,0.13,1.55.4
2025,07,09,08,5,1800,曇り,南,2,0,5,3,4618,14,61,6.83,3,0.13,
2025,07,09,08,5,1800,曇り,南,2,0,6,4,3652,32,18,6.87,4,0.13,
2025,07,09,08,6,1800,晴,南,3,1,1,1,3999,27,48,6.82,1,0.15,1.50.9
2025,07,09,08,6,1800,晴,南,3,1,2,4,4878,33,60,6.80,4,0.14,1.52.1
2025,07,09,08,6,1800,晴,南,3,1,3,3,5218,48,59,6.77,3,0.13,1.52.6
2025,07,09,08,6,1800,晴,南,3,1,4,6,4289,52,15,6.80,5,0.15,1.53.2
2025,07,09,08,6,1800,晴,南,3,1,5,2,5153,17,12,6.81,2,0.25,
2025,07,09,08,6,1800,晴,南,3,1,6,5,5357,57,49,6.81,6,0.21,
2025,07,09,08,7,1800,晴,南西,3,1,1,5,4470,54,69,6.83,1,0.06,1.51.3
2025,07,09,08,7,1800,晴,南西,3,1,2,4,3663,18,53,6.84,5,0.20,1.52.7
2025,07,09,08,7,1800,晴,南西,3,1,3,2,4951,24,19,6.86,4,0.20,1.54.8
2025,07,09,08,7,1800,晴,南西,3,1,4,1,4803,3,67,6.84,2,0.35,1.55.3
2025,07,09,08,7,1800,晴,南西,3,1,5,3,4957,29,22,6.83,3,0.39,
2025,07,09,08,7,1800,晴,南西,3,1,6,6,5380,10,40,6.81,6,0.27,
2025,07,09,08,8,1800,晴,南西,3,1,1,2,3613,20,70,6.80,2,0.17,1.51.5
2025,07,09,08,8,1800,晴,南西,3,1,2,1,4766,55,25,6.79,1,0.18,1.52.4
2025,07,09,08,8,1800,晴,南西,3,1,3,5,3946,23,65,6.83,3,0.23,1.53.6
2025,07,09,08,8,1800,晴,南西,3,1,4,4,4380,62,16,6.79,5,0.20,1.55.7
2025,07,09,08,8,1800,晴,南西,3,1,5,6,4253,35,46,6.85,6,0.33,
2025,07,09,08,8,1800,晴,南西,3,1,6,3,3870,47,36,6.83,4,0.18,
2025,07,09,08,9,1800,晴,南,3,1,1,1,4076,56,11,6.86,1,0.20,1.51.4
2025,07,09,08,9,1800,晴,南,3,1,2,2,4358,6,44,6.80,2,0.23,1.52.8
2025,07,09,08,9,1800,晴,南,3,1,3,5,4598,44,38,6.87,5,0.19,1.54.0
2025,07,09,08,9,1800,晴,南,3,1,4,3,4158,25,43,6.85,3,0.19,1.55.4
2025,07,09,08,9,1800,晴,南,3,1,5,4,5283,21,27,6.87,4,0.16,
2025,07,09,08,9,1800,晴,南,3,1,6,6,5085,22,39,6.84,6,0.18,
2025,07,09,08,10,1800,晴,南,3,1,1,1,4427,53,14,6.76,1,0.05,1.49.5
2025,07,09,08,10,1800,晴,南,3,1,2,4,4329,19,41,6.84,4,0.14,1.51.6
2025,07,09,08,10,1800,晴,南,3,1,3,6,4053,12,37,6.84,6,0.19,1.53.5
2025,07,09,08,10,1800,晴,南,3,1,4,5,4593,42,74,6.81,5,0.15,1.53.5
2025,07,09,08,10,1800,晴,南,3,1,5,2,4301,16,33,6.88,2,0.14,
2025,07,09,08,10,1800,晴,南,3,1,6,3,3542,1,56,6.88,3,0.12,
2025,07,09,08,11,1800,晴,南,3,1,1,1,4448,5,68,6.80,1,0.13,1.50.0
2025,07,09,08,11,1800,晴,南,3,1,2,2,4817,15,75,6.79,2,0.14,1.52.1
2025,07,09,08,11,1800,晴,南,3,1,3,4,4931,58,54,6.87,4,0.14,1.53.2
2025,07,09,08,11,1800,晴,南,3,1,4,6,5047,45,73,6.88,6,0.19,1.54.8
2025,07,09,08,11,1800,晴,南,3,1,5,3,4951,24,19,6.89,3,0.15,
2025,07,09,08,11,1800,晴,南,3,1,6,5,3999,27,48,6.83,5,0.11,
2025,07,09,08,12,1800,晴,南,3,1,1,3,4824,34,66,6.78,3,0.04,1.49.7
2025,07,09,08,12,1800,晴,南,3,1,2,1,3946,23,65,6.79,1,0.05,1.51.0
2025,07,09,08,12,1800,晴,南,3,1,3,6,5218,48,59,6.78,6,0.03,1.52.9
2025,07,09,08,12,1800,晴,南,3,1,4,5,4121,59,35,6.81,5,0.04,1.54.6
2025,07,09,08,12,1800,晴,南,3,1,5,4,4583,39,28,6.82,4,0.03,
2025,07,09,08,12,1800,晴,南,3,1,6,2,3539,9,20,6.86,2,0.06,
2025,07,09,07,1,1800,晴,南西,3,1,1,3,4778,13,33,6.74,3,0.17,1.51.7
2025,07,09,07,1,1800,晴,南西,3,1,2,5,4003,74,15,6.66,5,0.19,1.52.8
2025,07,09,07,1,1800,晴,南西,3,1,3,1,3687,75,30,6.63,1,0.16,1.54.5
2025,07,09,07,1,1800,晴,南西,3,1,4,4,3614,26,36,6.74,4,0.19,1.56.0
2025,07,09,07,1,1800,晴,南西,3,1,5,2,4152,15,72,6.74,2,0.21,
2025,07,09,07,1,1800,晴,南西,3,1,6,6,5354,40,34,6.75,6,0.24,
2025,07,09,07,2,1800,晴,南西,3,1,1,1,4458,50,49,6.64,1,0.11,1.51.4
2025,07,09,07,2,1800,晴,南西,3,1,2,2,2878,55,29,6.75,2,0.13,1.52.6
2025,07,09,07,2,1800,晴,南西,3,1,3,6,4594,70,73,6.69,6,0.04,1.53.5
2025,07,09,07,2,1800,晴,南西,3,1,4,3,3838,54,38,6.71,3,0.13,1.54.1
2025,07,09,07,2,1800,晴,南西,3,1,5,5,3685,24,62,6.72,5,0.05,
2025,07,09,07,2,1800,晴,南西,3,1,6,4,5039,60,57,6.76,4,0.05,
2025,07,09,07,3,1800,晴,南西,3,1,1,1,3771,48,28,6.66,1,0.20,1.50.3
2025,07,09,07,3,1800,晴,南西,3,1,2,3,4435,21,54,6.76,3,0.17,1.51.6
2025,07,09,07,3,1800,晴,南西,3,1,3,6,3833,72,64,6.66,5,0.09,1.53.8
2025,07,09,07,3,1800,晴,南西,3,1,4,5,5353,14,71,6.72,6,0.15,1.55.9
2025,07,09,07,3,1800,晴,南西,3,1,5,2,4888,73,52,6.68,2,0.19,
2025,07,09,07,3,1800,晴,南西,3,1,6,4,4648,29,74,6.68,4,0.12,
2025,07,09,07,4,1800,晴,南東,3,1,1,1,4257,16,75,6.67,1,0.11,1.50.3
2025,07,09,07,4,1800,晴,南東,3,1,2,4,3502,59,69,6.68,4,0.15,1.51.7
2025,07,09,07,4,1800,晴,南東,3,1,3,5,4842,27,12,6.71,5,0.15,1.53.0
2025,07,09,07,4,1800,晴,南東,3,1,4,2,3966,64,39,6.68,2,0.27,1.53.9
2025,07,09,07,4,1800,晴,南東,3,1,5,6,4039,63,55,6.70,6,0.18,
2025,07,09,07,4,1800,晴,南東,3,1,6,3,4142,39,37,6.69,3,0.19,
2025,07,09,07,5,1800,晴,南東,3,1,1,3,3550,34,70,6.70,3,0.14,1.50.6
2025,07,09,07,5,1800,晴,南東,3,1,2,6,4760,35,24,6.71,4,0.18,1.51.9
2025,07,09,07,5,1800,晴,南東,3,1,3,1,4782,25,21,6.76,1,0.11,1.53.3
2025,07,09,07,5,1800,晴,南東,3,1,4,5,3920,49,66,6.77,2,0.09,1.53.8
2025,07,09,07,5,1800,晴,南東,3,1,5,2,4552,22,61,6.78,5,0.13,
2025,07,09,07,5,1800,晴,南東,3,1,6,4,5381,32,13,6.70,6,0.15,
2025,07,09,07,6,1800,晴,南東,2,1,1,1,4342,62,22,6.75,1,0.18,1.50.0
2025,07,09,07,6,1800,晴,南東,2,1,2,5,4587,19,68,6.82,4,0.15,1.53.0
2025,07,09,07,6,1800,晴,南東,2,1,3,2,4794,76,58,6.74,2,0.26,1.54.5
2025,07,09,07,6,1800,晴,南東,2,1,4,3,4277,43,25,6.78,3,0.22,1.56.2
2025,07,09,07,6,1800,晴,南東,2,1,5,4,4540,36,77,6.77,5,0.13,
2025,07,09,07,6,1800,晴,南東,2,1,6,6,5354,40,34,6.86,6,0.19,
2025,07,09,07,7,1800,晴,南東,2,1,1,1,4276,45,27,6.69,1,0.11,1.50.6
2025,07,09,07,7,1800,晴,南東,2,1,2,4,4036,18,63,6.72,4,0.11,1.53.0
2025,07,09,07,7,1800,晴,南東,2,1,3,3,4003,74,15,6.68,3,0.09,1.54.0
2025,07,09,07,7,1800,晴,南東,2,1,4,6,5353,14,71,6.68,6,0.17,1.54.9
2025,07,09,07,7,1800,晴,南東,2,1,5,2,3268,23,51,6.69,2,0.16,
2025,07,09,07,7,1800,晴,南東,2,1,6,5,4458,50,49,6.70,5,0.15,
2025,07,09,07,8,1800,晴,南東,2,1,1,3,3614,26,36,6.77,3,0.10,1.50.6
2025,07,09,07,8,1800,晴,南東,2,1,2,2,4500,37,23,6.69,2,0.11,1.50.9
2025,07,09,07,8,1800,晴,南東,2,1,3,4,4988,61,67,6.80,4,0.09,1.54.1
2025,07,09,07,8,1800,晴,南東,2,1,4,5,3838,54,38,6.78,5,0.17,1.54.3
2025,07,09,07,8,1800,晴,南東,2,1,5,1,4648,29,60,6.71,1,0.15,
2025,07,09,07,8,1800,晴,南東,2,1,6,6,4563,77,76,6.75,6,0.20,
2025,07,09,07,9,1800,晴,南東,2,1,1,1,4706,57,32,6.71,1,0.22,1.51.1
2025,07,09,07,9,1800,晴,南東,2,1,2,3,3655,69,20,6.77,3,0.20,1.51.8
2025,07,09,07,9,1800,晴,南東,2,1,3,2,3685,24,62,6.70,2,0.20,1.53.8
2025,07,09,07,9,1800,晴,南東,2,1,4,6,4152,15,72,6.73,6,0.27,1.54.6
2025,07,09,07,9,1800,晴,南東,2,1,5,5,3965,20,11,6.81,5,0.22,
2025,07,09,07,9,1800,晴,南東,2,1,6,4,4257,16,75,6.74,4,0.20,
2025,07,09,07,10,1800,晴,南東,2,1,1,1,3362,11,26,6.84,1,0.08,1.50.5
2025,07,09,07,10,1800,晴,南東,2,1,2,2,4842,27,12,6.84,2,0.11,1.51.9
2025,07,09,07,10,1800,晴,南東,2,1,3,5,4888,73,52,6.74,5,0.21,1.53.5
2025,07,09,07,10,1800,晴,南東,2,1,4,3,4540,36,77,6.83,3,0.10,1.55.0
2025,07,09,07,10,1800,晴,南東,2,1,5,4,3687,75,30,6.84,4,0.11,
2025,07,09,07,10,1800,晴,南東,2,1,6,6,2878,55,29,6.80,6,0.15,
2025,07,09,07,11,1800,晴,南東,2,1,1,1,4036,18,63,6.80,1,0.16,1.50.8
2025,07,09,07,11,1800,晴,南東,2,1,2,5,4435,21,54,6.86,5,0.23,1.51.7
2025,07,09,07,11,1800,晴,南東,2,1,3,4,4594,70,73,6.89,4,0.20,1.53.1
2025,07,09,07,11,1800,晴,南東,2,1,4,3,3502,59,69,6.77,3,0.15,1.54.3
2025,07,09,07,11,1800,晴,南東,2,1,5,2,4587,19,68,6.83,2,0.14,
2025,07,09,07,11,1800,晴,南東,2,1,6,6,4552,22,61,6.72,6,0.26,
2025,07,09,07,12,1800,晴,南東,2,1,1,4,4276,45,27,6.84,4,0.13,1.49.2
2025,07,09,07,12,1800,晴,南東,2,1,2,1,4500,37,23,6.79,1,0.18,1.51.3
2025,07,09,07,12,1800,晴,南東,2,1,3,6,4794,76,58,6.76,6,0.12,1.53.8
2025,07,09,07,12,1800,晴,南東,2,1,4,3,4760,35,24,6.79,3,0.18,1.54.4
2025,07,09,07,12,1800,晴,南東,2,1,5,2,3833,72,64,6.85,2,0.20,
2025,07,09,07,12,1800,晴,南東,2,1,6,5,3966,64,39,6.82,5,0.25,
2025,07,09,05,1,1800,晴,南東,2,2,1,2,5054,19,38,6.81,2,0.22,1.50.5
2025,07,09,05,1,1800,晴,南東,2,2,2,1,4676,42,67,6.85,1,0.18,1.52.8
2025,07,09,05,1,1800,晴,南東,2,2,3,5,4114,35,66,6.81,5,0.24,1.53.5
2025,07,09,05,1,1800,晴,南東,2,2,4,6,4432,46,40,6.86,6,0.21,1.53.9
2025,07,09,05,1,1800,晴,南東,2,2,5,3,4672,39,60,6.86,3,0.27,
2025,07,09,05,1,1800,晴,南東,2,2,6,4,5344,21,27,6.90,4,0.23,
2025,07,09,05,2,1800,晴,南東,2,2,1,3,4140,18,36,6.78,3,0.23,1.50.9
2025,07,09,05,2,1800,晴,南東,2,2,2,2,4664,73,82,6.77,2,0.25,1.52.0
2025,07,09,05,2,1800,晴,南東,2,2,3,1,3630,15,39,6.78,1,0.16,1.54.0
2025,07,09,05,2,1800,晴,南東,2,2,4,6,4210,60,62,6.80,6,0.22,1.54.1
2025,07,09,05,2,1800,晴,南東,2,2,5,4,5070,63,45,6.82,4,0.26,
2025,07,09,05,2,1800,晴,南東,2,2,6,5,4031,23,53,6.82,5,0.21,
2025,07,09,05,3,1800,晴,南西,2,2,1,5,4109,30,22,6.77,5,0.07,1.49.8
2025,07,09,05,3,1800,晴,南西,2,2,2,3,4538,37,33,6.81,3,0.14,1.51.4
2025,07,09,05,3,1800,晴,南西,2,2,3,6,5023,29,81,6.77,6,0.09,1.53.0
2025,07,09,05,3,1800,晴,南西,2,2,4,1,5082,59,37,6.72,1,0.21,1.54.1
2025,07,09,05,3,1800,晴,南西,2,2,5,2,4633,25,70,6.79,2,0.18,
2025,07,09,05,3,1800,晴,南西,2,2,6,4,5371,33,63,6.75,4,0.19,
2025,07,09,05,4,1800,晴,南東,2,2,1,4,3692,36,68,6.82,5,0.14,1.51.6
2025,07,09,05,4,1800,晴,南東,2,2,2,6,5211,32,71,6.85,6,0.15,1.52.4
2025,07,09,05,4,1800,晴,南東,2,2,3,2,4356,68,42,6.79,2,0.22,1.53.0
2025,07,09,05,4,1800,晴,南東,2,2,4,1,3708,12,24,6.85,1,0.21,1.54.8
2025,07,09,05,4,1800,晴,南東,2,2,5,3,4105,28,73,6.84,3,0.27,
2025,07,09,05,4,1800,晴,南東,2,2,6,5,3554,40,83,6.86,4,0.34,
2025,07,09,05,5,1800,晴,南,3,2,1,5,4391,13,84,6.87,5,0.18,1.51.2
2025,07,09,05,5,1800,晴,南,3,2,2,3,4676,42,67,6.83,3,0.12,1.52.7
2025,07,09,05,5,1800,晴,南,3,2,3,2,4635,45,28,6.84,2,0.11,1.54.3
2025,07,09,05,5,1800,晴,南,3,2,4,6,3831,38,57,6.79,6,0.18,1.54.9
2025,07,09,05,5,1800,晴,南,3,2,5,4,4207,31,77,6.78,4,0.12,
2025,07,09,05,5,1800,晴,南,3,2,6,1,5300,65,26,6.85,1,0.25,
2025,07,09,05,6,1800,晴,南東,3,2,1,2,4828,20,32,6.81,2,0.12,1.50.2
2025,07,09,05,6,1800,晴,南東,3,2,2,6,4051,58,54,6.86,6,0.26,1.51.3
2025,07,09,05,6,1800,晴,南東,3,2,3,3,4664,73,82,6.79,3,0.10,1.52.8
2025,07,09,05,6,1800,晴,南東,3,2,4,4,3713,27,41,6.79,4,0.11,1.54.0
2025,07,09,05,6,1800,晴,南東,3,2,5,1,3775,47,64,6.85,1,0.25,
2025,07,09,05,6,1800,晴,南東,3,2,6,5,5344,21,27,6.85,5,0.19,
2025,07,09,05,7,1800,晴,南東,3,2,1,1,4140,18,36,6.85,1,0.13,2.02.1
2025,07,09,05,7,1800,晴,南東,3,2,2,3,4199,52,47,6.77,3,0.08,2.04.2
2025,07,09,05,7,1800,晴,南東,3,2,3,5,4672,39,60,6.90,5,0.11,2.07.6
2025,07,09,05,7,1800,晴,南東,3,2,4,6,4113,54,44,6.84,6,0.09,2.11.3
2025,07,09,05,8,1800,晴,南,3,2,1,1,4086,64,55,6.74,1,0.16,1.49.8
2025,07,09,05,8,1800,晴,南,3,2,2,2,3692,36,68,6.74,2,0.08,1.51.8
2025,07,09,05,8,1800,晴,南,3,2,3,4,4633,25,70,6.84,4,0.15,1.53.3
2025,07,09,05,8,1800,晴,南,3,2,4,3,3630,15,39,6.83,3,0.05,1.53.9
2025,07,09,05,8,1800,晴,南,3,2,5,6,4397,41,34,6.85,6,0.08,
2025,07,09,05,8,1800,晴,南,3,2,6,5,4211,34,52,6.92,5,0.08,
2025,07,09,05,9,1800,晴,南,3,2,1,4,3554,40,83,6.82,4,0.19,1.51.1
2025,07,09,05,9,1800,晴,南,3,2,2,6,4114,35,66,6.85,6,0.24,1.52.3
2025,07,09,05,9,1800,晴,南,3,2,3,3,5070,63,45,6.79,3,0.21,1.54.0
2025,07,09,05,9,1800,晴,南,3,2,4,2,3793,72,76,6.82,2,0.23,1.54.2
2025,07,09,05,9,1800,晴,南,3,2,5,5,5300,65,26,6.88,5,0.22,
2025,07,09,05,9,1800,晴,南,3,2,6,1,4793,61,59,6.79,1,0.24,
2025,07,09,05,10,1800,晴,南,2,2,1,1,4207,31,77,6.71,1,0.12,1.50.8
2025,07,09,05,10,1800,晴,南,2,2,2,2,5175,50,48,6.78,2,0.20,1.52.6
2025,07,09,05,10,1800,晴,南,2,2,3,5,5371,33,63,6.73,6,0.18,1.53.2
2025,07,09,05,10,1800,晴,南,2,2,4,3,3992,66,74,6.79,3,0.18,1.55.1
2025,07,09,05,10,1800,晴,南,2,2,5,6,4420,51,78,6.72,5,0.15,
2025,07,09,05,10,1800,晴,南,2,2,6,4,5211,32,71,6.75,4,0.15,
2025,07,09,05,11,1800,晴,南,2,2,1,1,4109,30,22,6.72,1,0.13,1.50.3
2025,07,09,05,11,1800,晴,南,2,2,2,3,4635,45,28,6.77,3,0.14,1.51.9
2025,07,09,05,11,1800,晴,南,2,2,3,2,4210,60,62,6.77,2,0.21,1.53.9
2025,07,09,05,11,1800,晴,南,2,2,4,4,4432,46,40,6.76,4,0.16,1.54.0
2025,07,09,05,11,1800,晴,南,2,2,5,5,3708,12,24,6.79,5,0.17,
2025,07,09,05,11,1800,晴,南,2,2,6,6,4625,11,56,6.72,6,0.19,
2025,07,09,05,12,1800,晴,南,2,2,1,2,4086,64,55,6.78,2,0.15,1.49.6
2025,07,09,05,12,1800,晴,南,2,2,2,3,4051,58,54,6.84,3,0.11,1.50.8
2025,07,09,05,12,1800,晴,南,2,2,3,6,4356,68,42,6.79,6,0.02,1.52.1
2025,07,09,05,12,1800,晴,南,2,2,4,5,4199,52,47,6.83,4,0.06,1.53.9
2025,07,09,05,12,1800,晴,南,2,2,5,4,4150,14,51,6.87,5,0.07,
2025,07,09,05,12,1800,晴,南,2,2,6,1,4391,13,84,6.82,1,0.26,
2025,07,09,02,1,1200,晴,南,9,20,1,2,4979,61,30,7.34,2,0.26,1.18.1
2025,07,09,02,1,1200,晴,南,9,20,2,3,4440,56,54,7.57,3,0.22,1.19.9
2025,07,09,02,1,1200,晴,南,9,20,3,1,4813,32,40,7.41,1,0.11,1.20.3
2025,07,09,02,1,1200,晴,南,9,20,4,4,4821,47,53,7.28,4,0.26,1.21.9
2025,07,09,02,1,1200,晴,南,9,20,5,6,5377,68,22,7.44,6,0.32,
2025,07,09,02,1,1200,晴,南,9,20,6,5,3591,18,21,7.47,5,0.29,
2025,07,09,02,2,1200,晴,南,8,20,1,1,4411,16,23,7.50,1,0.12,1.17.5
2025,07,09,02,2,1200,晴,南,8,20,2,2,4396,40,17,7.65,2,0.19,1.19.0
2025,07,09,02,2,1200,晴,南,8,20,3,3,4604,15,61,7.28,3,0.20,1.19.6
2025,07,09,02,2,1200,晴,南,8,20,4,5,3653,19,65,7.38,5,0.25,1.19.8
2025,07,09,02,2,1200,晴,南,8,20,5,4,4197,25,71,7.43,4,0.25,
2025,07,09,02,2,1200,晴,南,8,20,6,6,5364,60,60,7.17,6,0.27,
2025,07,09,02,3,1200,晴,南,7,20,1,1,5043,34,47,7.11,1,0.11,1.16.9
2025,07,09,02,3,1200,晴,南,7,20,2,6,4118,48,33,7.30,6,0.22,1.17.9
2025,07,09,02,3,1200,晴,南,7,20,3,4,3370,64,20,7.28,4,0.11,1.18.1
2025,07,09,02,3,1200,晴,南,7,20,4,2,5249,67,14,7.27,2,0.18,1.19.9
2025,07,09,02,3,1200,晴,南,7,20,5,5,4669,54,10,7.13,5,0.23,
2025,07,09,02,3,1200,晴,南,7,20,6,3,4430,57,59,7.25,3,0.18,
2025,07,09,02,4,1200,晴,南,8,20,1,1,3848,38,66,7.24,1,0.13,1.18.4
2025,07,09,02,4,1200,晴,南,8,20,2,3,4475,69,34,7.16,3,0.20,1.19.6
2025,07,09,02,4,1200,晴,南,8,20,3,2,5110,37,55,7.24,2,0.16,1.19.9
2025,07,09,02,4,1200,晴,南,8,20,4,4,3790,59,16,7.31,4,0.16,1.20.2
2025,07,09,02,4,1200,晴,南,8,20,5,6,5341,12,35,7.23,6,0.46,
2025,07,09,02,4,1200,晴,南,8,20,6,5,5273,53,68,7.45,5,0.15,
2025,07,09,02,5,1800,晴,南,7,15,1,4,4020,71,45,7.25,4,0.15,1.55.6
2025,07,09,02,5,1800,晴,南,7,15,2,1,4465,70,36,7.03,1,0.08,1.56.9
2025,07,09,02,5,1800,晴,南,7,15,3,5,4440,56,54,7.15,5,0.20,1.58.7
2025,07,09,02,5,1800,晴,南,7,15,4,3,4028,46,39,7.32,3,0.13,1.59.6
2025,07,09,02,5,1800,晴,南,7,15,5,2,3564,52,70,7.10,2,0.18,
2025,07,09,02,5,1800,晴,南,7,15,6,6,5002,63,67,7.29,6,0.34,
2025,07,09,02,6,1800,晴,南,7,15,1,4,4082,26,13,7.13,4,0.05,1.56.1
2025,07,09,02,6,1800,晴,南,7,15,2,1,4425,35,69,7.10,1,0.13,1.56.9
2025,07,09,02,6,1800,晴,南,7,15,3,5,4748,39,51,7.08,5,0.16,1.58.7
2025,07,09,02,6,1800,晴,南,7,15,4,3,3740,58,56,7.22,3,0.07,1.59.9
2025,07,09,02,6,1800,晴,南,7,15,5,2,3202,23,28,7.27,2,0.11,
2025,07,09,02,6,1800,晴,南,7,15,6,6,5378,29,11,7.20,6,0.30,
2025,07,09,02,7,1800,晴,南,8,15,1,3,4543,33,19,7.03,3,0.06,2.04.9
2025,07,09,02,7,1800,晴,南,8,15,2,1,4943,10,52,7.01,1,0.11,2.07.7
2025,07,09,02,7,1800,晴,南,8,15,3,2,3976,11,24,7.26,2,0.11,2.09.5
2025,07,09,02,7,1800,晴,南,8,15,4,6,5377,68,22,7.20,6,0.03,2.12.6
2025,07,09,02,8,1800,晴,南,8,15,1,1,4475,69,34,7.12,1,0.18,1.56.5
2025,07,09,02,8,1800,晴,南,8,15,2,4,4452,31,50,7.18,4,0.23,1.57.5
2025,07,09,02,8,1800,晴,南,8,15,3,2,4693,27,37,7.09,2,0.26,1.59.0
2025,07,09,02,8,1800,晴,南,8,15,4,6,4976,49,48,7.16,6,0.30,1.59.3
2025,07,09,02,8,1800,晴,南,8,15,5,5,3370,64,20,7.39,5,0.22,
2025,07,09,02,8,1800,晴,南,8,15,6,3,4821,47,53,7.16,3,0.26,
2025,07,09,02,9,1800,晴,南,7,15,1,2,4028,46,39,7.35,2,0.22,1.57.3
2025,07,09,02,9,1800,晴,南,7,15,2,1,4979,61,30,7.18,1,0.19,1.57.8
2025,07,09,02,9,1800,晴,南,7,15,3,4,5249,67,14,7.13,4,0.24,1.59.3
2025,07,09,02,9,1800,晴,南,7,15,4,5,4122,41,38,7.39,5,0.21,1.59.6
2025,07,09,02,9,1800,晴,南,7,15,5,6,5364,60,60,7.08,6,0.24,
2025,07,09,02,9,1800,晴,南,7,15,6,3,5273,53,68,7.19,3,0.22,
2025,07,09,02,10,1800,晴,南,8,15,1,3,3790,59,16,7.19,3,0.14,1.55.1
