予測勝敗,勝敗,年,月,日,レース場番号,レース番号,着順,枠番,選手登番,年齢,体重,級別,全国勝率,モーター2連率,ボート2連率,コース別複勝率,コース別平均スタート順位,コース別1着回数,コース別2着回数
0,1,2025,7,14,13,5,2.0,2,3956,48,58,A2,6.55,28.92,25.0,41.1,3.2,3.0,4.0
0,0,2025,7,14,13,5,5.0,3,3353,57,53,B2,4.66,32.94,26.58,16.6,1.8,0.0,1.0
0,0,2025,7,14,13,5,3.0,4,3612,52,54,A1,6.59,26.51,27.16,25.9,3.2,2.0,5.0
0,0,2025,7,14,13,5,6.0,5,3432,57,52,B1,4.93,39.02,31.43,12.5,3.4,0.0,2.0
0,0,2025,7,14,13,5,4.0,6,3813,49,53,A1,6.33,37.36,36.25,23.0,4.1,1.0,2.0
1,1,2025,7,14,13,6,1.0,1,3988,46,56,A2,5.36,35.56,34.62,69.5,3.0,12.0,4.0
0,1,2025,7,14,13,6,2.0,2,3226,59,50,B1,4.07,32.14,38.55,26.3,4.1,1.0,4.0
0,0,2025,7,14,13,6,6.0,3,3497,57,51,B1,5.05,32.14,25.32,25.9,3.4,5.0,2.0
0,0,2025,7,14,13,6,3.0,4,3473,55,52,A1,6.13,37.5,35.0,50.0,2.8,0.0,2.0
0,0,2025,7,14,13,6,4.0,5,3852,52,53,B1,5.54,36.78,34.62,19.2,3.3,1.0,4.0
0,0,2025,7,14,13,6,5.0,6,3878,48,53,B1,4.23,33.73,43.9,0.0,4.5,0.0,0.0
1,1,2025,7,14,13,7,2.0,1,3548,55,55,A2,5.9,33.72,27.85,85.7,1.5,21.0,3.0
0,1,2025,7,14,13,7,1.0,2,3746,50,52,A2,6.11,36.67,30.49,34.6,3.7,1.0,8.0
0,0,2025,7,14,13,7,4.0,4,3714,50,56,B1,4.12,44.58,49.38,20.0,2.8,2.0,1.0
0,0,2025,7,14,13,7,5.0,5,3960,46,55,A1,7.62,40.0,27.5,18.7,2.6,0.0,3.0
0,0,2025,7,14,13,7,3.0,6,3352,57,50,B1,4.38,32.14,22.5,13.5,3.1,2.0,11.0
1,1,2025,7,14,13,8,1.0,1,3517,57,58,A2,5.48,53.57,32.93,79.1,2.2,16.0,3.0
1,1,2025,7,14,13,8,2.0,2,3912,51,52,A2,5.62,46.34,39.24,50.0,1.9,5.0,3.0
0,0,2025,7,14,13,8,6.0,3,3875,48,52,B1,4.3,37.08,25.97,22.2,2.9,1.0,3.0
0,0,2025,7,14,13,8,3.0,4,3850,53,53,B1,4.59,46.43,43.04,36.8,2.2,2.0,5.0
0,0,2025,7,14,13,8,5.0,5,3915,51,52,A2,5.57,47.13,35.53,20.0,4.3,1.0,2.0
0,0,2025,7,14,13,8,4.0,6,3304,57,52,A1,5.78,51.81,31.25,10.5,4.3,0.0,2.0
1,0,2025,7,14,13,9,3.0,1,3489,58,53,A2,5.72,40.7,23.75,70.3,2.3,17.0,2.0
1,1,2025,7,14,13,9,1.0,2,4108,45,50,B2,5.5,31.33,42.5,80.0,2.2,1.0,3.0
0,0,2025,7,14,13,9,6.0,3,3482,54,61,B1,5.3,40.48,32.5,18.1,3.3,1.0,3.0
0,1,2025,7,14,13,9,2.0,4,3956,48,58,A2,6.55,28.92,25.0,36.3,3.5,5.0,3.0
0,0,2025,7,14,13,9,5.0,5,3246,60,53,B1,3.78,31.87,34.57,9.0,2.7,0.0,1.0
0,0,2025,7,14,13,9,4.0,6,3158,60,53,A2,5.66,32.58,23.08,0.0,3.0,0.0,0.0
1,1,2025,7,14,13,10,1.0,1,3654,51,52,A1,7.15,27.91,23.46,77.4,3.1,16.0,8.0
0,0,2025,7,14,13,10,3.0,2,3473,55,52,A1,6.13,37.5,35.0,49.4,3.3,21.0,26.0
0,0,2025,7,14,13,10,6.0,3,3612,52,54,A1,6.59,26.51,27.16,29.0,2.6,4.0,5.0
0,1,2025,7,14,13,10,2.0,4,3556,52,54,A1,6.96,39.76,35.21,36.8,3.1,1.0,6.0
0,0,2025,7,14,13,10,4.0,5,4102,46,52,A2,6.65,47.06,28.75,24.0,3.3,5.0,1.0
0,0,2025,7,14,13,10,5.0,6,3514,58,53,B2,5.55,42.35,34.15,0.0,3.6,0.0,0.0
1,0,2025,7,14,13,11,6.0,1,3813,49,53,A1,6.33,37.36,36.25,92.0,1.9,19.0,4.0
0,1,2025,7,14,13,11,1.0,2,3960,46,55,A1,7.62,40.0,27.5,38.8,2.9,4.0,3.0
0,1,2025,7,14,13,11,2.0,3,3796,52,54,B1,5.23,39.77,37.66,33.3,3.3,1.0,8.0
0,0,2025,7,14,13,11,3.0,4,4025,47,52,A1,6.47,19.51,32.0,24.0,4.2,2.0,4.0
0,0,2025,7,14,13,11,5.0,5,3931,49,51,B2,6.0,37.08,38.46,28.5,4.1,1.0,1.0
0,0,2025,7,14,13,11,4.0,6,3988,46,56,A2,5.36,35.56,34.62,13.0,4.4,2.0,1.0
1,1,2025,7,14,13,12,1.0,1,4084,45,56,A1,6.56,38.2,23.08,95.2,3.2,17.0,3.0
1,0,2025,7,14,13,12,3.0,2,4002,47,53,A1,7.36,31.76,35.0,58.8,3.1,2.0,8.0
0,0,2025,7,14,13,12,6.0,3,3339,60,55,B1,4.38,40.91,32.43,28.5,3.1,1.0,3.0
0,1,2025,7,14,13,12,2.0,4,3716,50,54,A1,6.54,26.19,36.84,24.0,2.6,3.0,3.0
0,0,2025,7,14,13,12,5.0,5,3686,50,52,A2,5.89,33.71,31.58,16.6,2.9,1.0,2.0
0,0,2025,7,14,13,12,4.0,6,3961,46,55,A1,5.96,45.78,38.96,15.7,3.3,0.0,3.0
0,1,2025,7,14,12,1,2.0,1,3293,59,53,B1,4.3,23.64,32.73,41.6,2.9,2.0,3.0
0,0,2025,7,14,12,1,3.0,2,4023,47,52,B1,4.41,35.48,52.73,0.0,3.6,0.0,0.0
0,1,2025,7,14,12,1,1.0,3,4875,30,51,B1,4.98,38.18,21.82,23.0,3.2,1.0,5.0
0,0,2025,7,14,12,1,5.0,4,4094,44,54,B1,4.64,27.27,30.36,35.7,4.1,1.0,4.0
0,0,2025,7,14,12,1,4.0,5,4319,40,55,A2,5.86,48.21,27.27,20.0,3.6,1.0,4.0
0,0,2025,7,14,12,1,6.0,6,5393,24,57,B2,1.42,38.71,26.42,0.0,0.0,0.0,0.0
1,1,2025,7,14,12,2,1.0,1,4085,45,52,B2,5.71,21.67,30.0,66.6,1.0,2.0,0.0
1,1,2025,7,14,12,2,2.0,2,4848,30,52,A1,7.46,33.33,29.09,62.5,3.5,5.0,10.0
0,0,2025,7,14,12,2,3.0,3,4424,40,51,A2,5.95,18.64,25.45,42.8,2.7,4.0,2.0
0,0,2025,7,14,12,2,6.0,4,4422,36,53,B1,4.54,19.3,39.62,10.7,4.1,1.0,2.0
0,0,2025,7,14,12,2,4.0,5,4832,38,52,A2,7.5,27.59,34.62,35.7,2.9,3.0,2.0
0,0,2025,7,14,12,2,5.0,6,5253,22,54,B1,4.31,40.35,22.22,4.5,3.5,0.0,1.0
1,1,2025,7,14,12,3,1.0,1,5207,27,53,B2,4.29,41.67,17.31,66.6,3.7,1.0,1.0
0,0,2025,7,14,12,3,5.0,2,5285,26,53,B1,2.23,25.0,31.58,0.0,3.7,0.0,0.0
0,0,2025,7,14,12,3,4.0,3,4575,36,51,A2,6.18,34.55,56.36,37.5,2.6,1.0,5.0
0,0,2025,7,14,12,3,3.0,4,4436,39,52,A2,6.18,30.91,33.33,55.0,3.6,3.0,8.0
0,1,2025,7,14,12,3,2.0,5,4485,39,56,B1,5.59,35.09,24.0,25.0,2.9,1.0,3.0
1,1,2025,7,14,12,4,1.0,1,4325,42,53,B1,4.95,41.67,35.59,46.6,3.2,4.0,3.0
1,0,2025,7,14,12,4,3.0,2,4059,46,54,B1,5.44,42.62,33.33,62.5,2.3,3.0,7.0
0,1,2025,7,14,12,4,2.0,3,4831,30,54,A1,6.96,57.89,25.0,35.2,2.4,4.0,2.0
0,0,2025,7,14,12,4,5.0,4,4639,34,54,B1,3.99,21.67,35.29,21.4,3.2,1.0,2.0
0,0,2025,7,14,12,4,4.0,5,4345,40,53,A2,6.27,16.39,30.36,26.0,2.7,2.0,4.0
0,0,2025,7,14,12,4,6.0,6,4232,42,59,B1,4.02,24.14,35.71,0.0,3.9,0.0,0.0
1,1,2025,7,14,12,5,1.0,1,4928,30,52,A1,6.9,28.57,31.15,95.4,2.9,17.0,4.0
0,1,2025,7,14,12,5,2.0,2,4572,36,54,B1,5.18,40.0,32.14,25.0,2.7,2.0,3.0
0,0,2025,7,14,12,5,6.0,3,4641,34,50,B1,4.46,35.59,33.33,26.3,3.9,1.0,4.0
0,0,2025,7,14,12,5,4.0,4,5351,20,54,B1,2.81,11.86,36.17,0.0,0.0,0.0,0.0
0,0,2025,7,14,12,5,5.0,5,3869,49,55,B1,3.99,27.59,31.58,13.0,3.6,1.0,2.0
0,0,2025,7,14,12,5,3.0,6,3997,46,53,A1,6.76,36.21,41.51,11.1,3.9,0.0,2.0
1,1,2025,7,14,12,6,2.0,1,4422,36,53,B1,4.54,19.3,39.62,81.8,2.8,14.0,4.0
0,0,2025,7,14,12,6,3.0,2,4561,34,51,A1,6.47,34.48,33.33,34.6,4.3,3.0,6.0
1,1,2025,7,14,12,6,1.0,3,4287,40,56,A1,6.5,35.19,40.0,64.7,2.9,4.0,7.0
0,0,2025,7,14,12,6,6.0,4,3602,55,51,B1,5.16,43.86,26.53,52.9,3.0,3.0,6.0
0,0,2025,7,14,12,6,5.0,5,4406,40,52,B1,4.33,35.59,21.82,18.1,2.6,1.0,3.0
0,0,2025,7,14,12,6,4.0,6,4875,30,51,B1,4.98,38.18,21.82,0.0,4.3,0.0,0.0
1,1,2025,7,14,12,7,1.0,1,4424,40,51,A2,5.95,18.64,25.45,80.0,2.7,12.0,8.0
1,1,2025,7,14,12,7,2.0,2,4608,35,55,A2,6.11,23.73,47.17,68.1,2.6,5.0,10.0
0,0,2025,7,14,12,7,4.0,3,4436,39,52,A2,6.18,30.91,33.33,42.1,3.0,2.0,6.0
0,0,2025,7,14,12,7,6.0,4,5046,31,53,B1,3.6,45.45,34.55,25.0,2.7,0.0,3.0
0,0,2025,7,14,12,7,3.0,5,4100,46,55,B1,4.55,30.0,19.67,11.7,4.2,1.0,1.0
0,0,2025,7,14,12,7,5.0,6,4815,35,54,B1,5.53,41.07,34.04,6.2,3.2,0.0,1.0
1,0,2025,7,14,12,8,5.0,1,4134,45,53,A1,6.12,34.48,42.59,91.6,1.8,18.0,4.0
1,1,2025,7,14,12,8,1.0,2,5104,26,52,A2,6.28,43.1,26.23,47.8,2.3,3.0,8.0
0,0,2025,7,14,12,8,6.0,3,4325,42,53,B1,4.95,41.67,35.59,33.3,2.6,2.0,3.0
0,1,2025,7,14,12,8,2.0,4,5253,22,54,B1,4.31,40.35,22.22,6.2,3.0,0.0,1.0
0,0,2025,7,14,12,8,3.0,5,4023,47,52,B1,4.41,35.48,52.73,9.5,3.6,0.0,2.0
0,0,2025,7,14,12,8,4.0,6,4489,38,55,B1,5.13,35.59,41.38,0.0,5.1,0.0,0.0
1,1,2025,7,14,12,9,1.0,1,4848,30,52,A1,7.46,33.33,29.09,80.6,2.6,22.0,3.0
0,0,2025,7,14,12,9,3.0,2,4345,40,53,A2,6.27,16.39,30.36,47.3,3.1,6.0,3.0
0,0,2025,7,14,12,9,4.0,3,4631,38,53,A2,5.74,34.43,27.27,50.0,2.9,3.0,5.0
0,1,2025,7,14,12,9,2.0,4,3869,49,55,B1,3.99,27.59,31.58,5.5,3.7,0.0,1.0
0,0,2025,7,14,12,9,5.0,5,3107,61,52,B1,4.85,22.22,39.53,23.0,3.5,0.0,3.0
0,0,2025,7,14,12,9,6.0,6,5285,26,53,B1,2.23,25.0,31.58,4.3,4.3,0.0,1.0
1,1,2025,7,14,12,10,1.0,1,4831,30,54,A1,6.96,57.89,25.0,95.2,2.0,15.0,5.0
0,1,2025,7,14,12,10,2.0,2,5235,26,56,B1,2.28,44.26,41.67,11.1,3.8,1.0,1.0
0,0,2025,7,14,12,10,5.0,3,4319,40,55,A2,5.86,48.21,27.27,35.4,2.7,3.0,8.0
0,0,2025,7,14,12,10,4.0,4,4641,34,50,B1,4.46,35.59,33.33,18.7,4.1,0.0,3.0
0,0,2025,7,14,12,10,6.0,5,4085,45,52,B2,5.71,21.67,30.0,0.0,4.6,0.0,0.0
0,0,2025,7,14,12,10,3.0,6,4330,41,52,A2,5.89,32.0,12.73,5.8,2.6,0.0,1.0
1,0,2025,7,14,12,11,3.0,1,4659,34,55,A1,6.71,12.28,30.51,85.7,2.8,18.0,6.0
0,1,2025,7,14,12,11,2.0,2,4287,40,56,A1,6.5,35.19,40.0,50.0,2.7,3.0,8.0
0,0,2025,7,14,12,11,5.0,3,4151,42,56,A2,5.85,26.23,54.72,36.0,3.5,1.0,8.0
0,0,2025,7,14,12,11,4.0,5,4639,34,54,B1,3.99,21.67,35.29,0.0,4.0,0.0,0.0
0,1,2025,7,14,12,11,1.0,6,4928,30,52,A1,6.9,28.57,31.15,22.7,3.5,2.0,3.0
1,0,2025,7,14,12,12,6.0,1,4561,34,51,A1,6.47,34.48,33.33,54.5,4.6,13.0,5.0
1,0,2025,7,14,12,12,4.0,2,4832,38,52,A2,7.5,27.59,34.62,63.6,3.1,3.0,4.0
0,0,2025,7,14,12,12,5.0,3,3293,59,53,B1,4.3,23.64,32.73,23.5,3.4,2.0,2.0
0,0,2025,7,14,12,12,3.0,4,5207,27,53,B2,4.29,41.67,17.31,0.0,5.0,0.0,0.0
0,1,2025,7,14,12,12,1.0,5,4815,35,54,B1,5.53,41.07,34.04,23.5,3.8,2.0,2.0
0,1,2025,7,14,12,12,2.0,6,5104,26,52,A2,6.28,43.1,26.23,0.0,3.6,0.0,0.0
1,1,2025,7,14,10,1,1.0,1,4247,43,55,A2,5.24,27.37,33.33,66.6,2.9,4.0,4.0
0,0,2025,7,14,10,1,6.0,2,5331,21,56,B2,3.36,42.22,38.04,0.0,3.4,0.0,0.0
0,0,2025,7,14,10,1,4.0,3,5045,24,45,B1,4.56,27.27,31.46,31.2,3.1,1.0,4.0
0,0,2025,7,14,10,1,3.0,4,3459,58,56,B1,3.88,43.16,17.2,10.5,3.4,0.0,2.0
0,0,2025,7,14,10,1,5.0,5,3891,49,55,B1,3.72,29.89,39.33,5.0,3.5,0.0,1.0
0,1,2025,7,14,10,1,2.0,6,3889,50,57,B1,3.9,32.26,23.86,5.8,4.8,0.0,1.0
1,1,2025,7,14,10,2,1.0,1,4568,37,50,A2,6.09,37.93,31.52,75.0,1.8,10.0,5.0
1,1,2025,7,14,10,2,2.0,2,3822,52,51,A1,6.76,36.26,40.23,52.6,4.3,3.0,7.0
0,0,2025,7,14,10,2,5.0,3,4866,35,54,B1,3.9,37.78,29.79,26.6,3.6,0.0,4.0
0,0,2025,7,14,10,2,3.0,4,3616,52,55,B1,5.39,29.21,23.4,12.5,3.1,0.0,2.0
0,0,2025,7,14,10,2,4.0,5,3680,52,54,B1,4.83,29.55,30.0,27.7,4.0,1.0,4.0
0,0,2025,7,14,10,2,6.0,6,5380,20,51,B2,1.05,37.11,54.35,0.0,4.9,0.0,0.0
0,0,2025,7,14,10,3,5.0,2,5324,22,48,B2,1.36,31.87,31.25,0.0,0.0,0.0,0.0
0,1,2025,7,14,10,3,1.0,3,4521,38,52,A2,6.09,35.11,25.3,35.2,3.2,3.0,3.0
0,1,2025,7,14,10,3,2.0,4,5321,23,55,B1,4.9,32.26,25.61,23.8,3.2,1.0,4.0
0,0,2025,7,14,10,3,4.0,5,3306,57,55,B1,4.11,31.46,35.87,0.0,3.6,0.0,0.0
0,0,2025,7,14,10,3,3.0,6,5033,27,58,B1,4.25,32.22,32.61,0.0,4.5,0.0,0.0
1,1,2025,7,14,10,4,1.0,1,4188,44,52,A1,7.55,39.6,35.16,100.0,2.3,20.0,5.0
0,0,2025,7,14,10,4,3.0,2,3584,52,53,B1,4.66,20.73,36.84,42.1,3.4,0.0,8.0
0,0,2025,7,14,10,4,5.0,3,4705,36,55,B1,4.28,40.96,36.17,26.0,2.5,3.0,3.0
0,0,2025,7,14,10,4,4.0,4,4442,38,54,A2,5.99,28.28,34.74,38.1,3.1,4.0,4.0
0,0,2025,7,14,10,4,6.0,5,5322,23,45,B2,1.64,29.55,32.29,0.0,3.5,0.0,0.0
0,1,2025,7,14,10,4,2.0,6,3256,58,51,A1,6.57,56.32,36.36,10.0,4.0,1.0,1.0
1,0,2025,7,14,10,5,3.0,1,3989,46,61,B1,3.92,42.39,25.81,46.1,4.2,3.0,3.0
1,1,2025,7,14,10,5,1.0,2,4254,42,52,A2,5.93,29.55,26.88,60.0,2.1,4.0,8.0
0,1,2025,7,14,10,5,2.0,3,4504,37,54,A1,7.71,36.36,34.07,29.4,3.8,3.0,2.0
0,0,2025,7,14,10,5,6.0,4,4744,32,46,B1,5.16,31.52,36.36,33.3,4.2,1.0,5.0
0,0,2025,7,14,10,5,5.0,5,3313,59,54,B1,3.81,37.36,32.26,0.0,4.4,0.0,0.0
0,0,2025,7,14,10,5,4.0,6,4904,30,52,B1,5.26,27.06,25.53,4.7,4.2,0.0,1.0
0,1,2025,7,14,10,6,2.0,1,3891,49,55,B1,3.72,29.89,39.33,50.0,3.1,6.0,2.0
0,0,2025,7,14,10,6,6.0,2,3680,52,54,B1,4.83,29.55,30.0,11.7,4.7,0.0,2.0
0,0,2025,7,14,10,6,5.0,3,4117,44,46,A2,6.83,37.21,45.05,25.0,3.6,2.0,3.0
0,1,2025,7,14,10,6,1.0,4,5280,22,51,B1,5.19,22.83,23.86,22.2,4.2,1.0,5.0
0,0,2025,7,14,10,6,4.0,5,4661,33,52,B1,4.29,32.22,38.3,0.0,4.8,0.0,0.0
0,0,2025,7,14,10,6,3.0,6,5121,24,54,A1,6.82,26.37,26.67,17.3,3.6,1.0,3.0
0,1,2025,7,14,10,7,1.0,1,3503,55,51,B1,4.54,31.18,27.47,36.3,2.5,4.0,0.0
0,1,2025,7,14,10,7,2.0,2,3873,49,52,A2,6.24,34.07,45.35,35.2,3.4,2.0,4.0
0,0,2025,7,14,10,7,6.0,3,5263,26,52,B2,4.0,27.55,26.44,33.3,3.3,1.0,1.0
0,0,2025,7,14,10,7,4.0,4,5324,22,48,B2,1.36,31.87,31.25,0.0,3.7,0.0,0.0
0,0,2025,7,14,10,7,5.0,5,4866,35,54,B1,3.9,37.78,29.79,18.7,2.5,1.0,2.0
0,0,2025,7,14,10,7,3.0,6,4063,45,54,A1,6.5,29.29,42.05,18.7,3.6,1.0,2.0
1,1,2025,7,14,10,8,2.0,1,3455,54,49,B1,4.53,29.47,35.96,70.5,3.2,8.0,4.0
0,0,2025,7,14,10,8,5.0,2,5322,23,45,B2,1.64,29.55,32.29,0.0,3.3,0.0,0.0
0,0,2025,7,14,10,8,3.0,3,3562,56,53,A2,6.15,41.05,35.37,50.0,3.0,4.0,7.0
0,0,2025,7,14,10,8,4.0,4,3306,57,55,B1,4.11,31.46,35.87,11.7,3.6,1.0,1.0
0,1,2025,7,14,10,8,1.0,5,4237,41,51,A1,7.34,40.91,34.04,35.7,3.4,5.0,5.0
1,0,2025,7,14,10,9,5.0,1,5153,29,45,B1,4.31,36.56,27.59,50.0,3.3,5.0,1.0
0,1,2025,7,14,10,9,2.0,2,5033,27,58,B1,4.25,32.22,32.61,36.3,3.0,2.0,6.0
0,0,2025,7,14,10,9,6.0,3,4442,38,54,A2,5.99,28.28,34.74,36.8,2.5,4.0,3.0
1,1,2025,7,14,10,9,1.0,4,4886,29,54,A1,6.96,21.65,26.97,57.1,3.4,2.0,10.0
0,0,2025,7,14,10,9,4.0,5,4247,43,55,A2,5.24,27.37,33.33,0.0,3.7,0.0,0.0
0,0,2025,7,14,10,9,3.0,6,3921,50,51,B1,4.29,35.87,40.45,0.0,4.5,0.0,0.0
1,0,2025,7,14,10,10,5.0,1,4714,34,49,B1,4.88,32.67,42.39,72.2,2.7,9.0,4.0
1,1,2025,7,14,10,10,1.0,2,5121,24,54,A1,6.82,26.37,26.67,56.2,3.1,4.0,5.0
0,0,2025,7,14,10,10,4.0,3,4904,30,52,B1,5.26,27.06,25.53,27.2,3.9,3.0,3.0
0,0,2025,7,14,10,10,3.0,4,4521,38,52,A2,6.09,35.11,25.3,35.7,3.0,4.0,1.0
0,0,2025,7,14,10,10,6.0,5,3459,58,56,B1,3.88,43.16,17.2,10.5,2.8,0.0,2.0
0,1,2025,7,14,10,10,2.0,6,3822,52,51,A1,6.76,36.26,40.23,21.4,3.9,0.0,3.0
1,1,2025,7,14,10,11,2.0,1,4661,33,52,B1,4.29,32.22,38.3,50.0,4.2,4.0,1.0
1,0,2025,7,14,10,11,5.0,2,4063,45,54,A1,6.5,29.29,42.05,68.7,3.0,2.0,9.0
0,1,2025,7,14,10,11,1.0,3,3313,59,54,B1,3.81,37.36,32.26,20.0,3.5,0.0,2.0
0,0,2025,7,14,10,11,4.0,4,3576,52,52,A1,6.3,32.97,30.34,17.6,3.6,1.0,2.0
0,0,2025,7,14,10,11,3.0,5,4568,37,50,A2,6.09,37.93,31.52,20.0,2.6,1.0,3.0
0,0,2025,7,14,10,11,6.0,6,3584,52,53,B1,4.66,20.73,36.84,11.7,4.6,0.0,2.0
1,1,2025,7,14,10,12,1.0,1,4504,37,54,A1,7.71,36.36,34.07,100.0,2.8,26.0,7.0
0,0,2025,7,14,10,12,4.0,2,5321,23,55,B1,4.9,32.26,25.61,37.5,3.5,2.0,4.0
1,1,2025,7,14,10,12,2.0,3,4188,44,52,A1,7.55,39.6,35.16,58.6,2.7,9.0,8.0
0,0,2025,7,14,10,12,5.0,4,4117,44,46,A2,6.83,37.21,45.05,22.7,3.9,2.0,3.0
0,0,2025,7,14,10,12,6.0,5,3616,52,55,B1,5.39,29.21,23.4,33.3,2.8,5.0,0.0
0,0,2025,7,14,10,12,3.0,6,3873,49,52,A2,6.24,34.07,45.35,0.0,4.2,0.0,0.0
1,1,2025,7,14,9,1,2.0,1,4324,37,60,A1,7.35,32.06,38.1,96.6,1.9,25.0,4.0
0,0,2025,7,14,9,1,4.0,3,5187,25,54,B1,4.43,16.98,28.95,16.6,3.3,1.0,3.0
0,0,2025,7,14,9,1,5.0,4,5396,23,51,B2,1.08,32.58,36.75,0.0,0.0,0.0,0.0
0,1,2025,7,14,9,1,1.0,5,5008,28,53,B1,4.86,39.17,42.39,10.0,2.9,1.0,1.0
0,0,2025,7,14,9,1,3.0,6,3519,57,51,B1,4.55,37.74,32.73,0.0,4.4,0.0,0.0
0,1,2025,7,14,9,2,1.0,1,4752,37,52,B1,4.51,34.35,30.58,40.0,3.7,3.0,3.0
0,0,2025,7,14,9,2,3.0,2,3577,52,58,B1,4.82,30.71,30.97,46.6,2.8,3.0,4.0
0,1,2025,7,14,9,2,2.0,3,4226,42,54,B1,4.17,36.7,51.82,16.6,2.2,0.0,3.0
0,0,2025,7,14,9,2,4.0,4,5350,21,50,B1,2.7,30.91,31.73,0.0,3.3,0.0,0.0
0,0,2025,7,14,9,2,5.0,5,3566,55,53,B1,4.82,32.37,33.88,13.3,4.3,0.0,2.0
0,0,2025,7,14,9,2,6.0,6,5379,21,54,B2,1.78,44.44,30.91,0.0,4.5,0.0,0.0
0,0,2025,7,14,9,3,5.0,1,3589,51,57,B1,3.88,29.27,35.04,42.8,3.5,2.0,4.0
1,0,2025,7,14,9,3,4.0,2,4797,33,54,A2,5.99,39.02,45.22,61.5,2.5,1.0,7.0
0,1,2025,7,14,9,3,2.0,3,4073,44,53,A2,6.09,27.42,28.07,44.8,2.6,4.0,9.0
0,1,2025,7,14,9,3,1.0,4,4061,46,55,A1,7.53,37.84,26.72,35.2,3.2,3.0,3.0
0,0,2025,7,14,9,3,3.0,5,4227,42,53,A1,6.63,30.25,32.23,31.2,3.9,2.0,3.0
0,0,2025,7,14,9,3,6.0,6,5400,22,54,B2,0.95,33.61,30.33,0.0,0.0,0.0,0.0
1,0,2025,7,14,9,4,4.0,1,5160,26,55,B1,5.36,34.04,36.36,78.9,1.8,12.0,3.0
0,0,2025,7,14,9,4,3.0,2,5091,24,53,A2,5.28,35.4,40.19,27.2,3.7,1.0,2.0
0,0,2025,7,14,9,4,6.0,3,3800,51,52,A2,6.02,29.81,25.66,40.0,3.1,2.0,4.0
0,1,2025,7,14,9,4,2.0,4,4288,40,53,A1,7.19,38.18,40.17,40.0,2.3,6.0,4.0
0,1,2025,7,14,9,4,1.0,5,4395,39,55,A2,5.51,33.64,32.74,28.5,3.3,1.0,5.0
0,0,2025,7,14,9,4,5.0,6,3901,48,51,B1,3.84,33.94,29.36,5.5,5.5,0.0,1.0
1,1,2025,7,14,9,5,2.0,1,4171,42,52,A1,6.38,47.31,31.36,92.5,3.3,22.0,3.0
0,0,2025,7,14,9,5,6.0,2,5157,27,54,B1,5.22,28.83,30.95,38.1,3.2,3.0,5.0
0,0,2025,7,14,9,5,3.0,3,5232,27,52,B1,4.92,21.28,35.25,35.7,3.2,1.0,4.0
0,1,2025,7,14,9,5,1.0,4,4898,33,57,B1,4.47,36.3,35.9,15.3,3.0,0.0,2.0
0,0,2025,7,14,9,5,5.0,5,5396,23,51,B2,1.08,32.58,36.75,0.0,0.0,0.0,0.0
0,0,2025,7,14,9,5,4.0,6,4785,37,52,B1,4.6,29.51,33.66,0.0,5.0,0.0,0.0
0,0,2025,7,14,9,6,5.0,1,3880,52,56,B1,4.36,21.19,34.45,46.6,3.4,4.0,3.0
0,0,2025,7,14,9,6,4.0,2,4796,33,51,A2,5.48,37.78,20.0,40.0,2.6,4.0,4.0
0,1,2025,7,14,9,6,1.0,3,5008,28,53,B1,4.86,39.17,42.39,6.2,3.0,0.0,1.0
0,0,2025,7,14,9,6,6.0,4,3577,52,58,B1,4.82,30.71,30.97,38.4,2.7,2.0,3.0
0,1,2025,7,14,9,6,2.0,5,4494,38,51,A1,6.45,25.66,47.27,43.4,2.8,5.0,5.0
0,0,2025,7,14,9,6,3.0,6,4715,33,56,A1,6.83,46.85,37.61,11.1,3.4,0.0,2.0
1,0,2025,7,14,9,7,5.0,1,3581,52,52,B1,4.84,40.91,40.54,72.2,3.6,10.0,3.0
0,1,2025,7,14,9,7,2.0,2,4753,36,57,B1,5.13,33.33,32.46,28.5,3.2,1.0,5.0
0,0,2025,7,14,9,7,3.0,3,3905,47,52,A2,5.92,27.18,27.93,50.0,2.6,4.0,3.0
0,0,2025,7,14,9,7,6.0,4,4752,37,52,B1,4.51,34.35,30.58,11.7,3.4,1.0,1.0
0,1,2025,7,14,9,7,1.0,5,3897,48,54,A1,7.69,38.46,31.15,23.5,3.3,3.0,1.0
0,0,2025,7,14,9,7,4.0,6,3572,53,52,A2,5.75,33.62,38.33,11.1,5.1,0.0,1.0
0,0,2025,7,14,9,8,4.0,1,3566,55,53,B1,4.82,32.37,33.88,40.0,3.1,4.0,2.0
1,0,2025,7,14,9,8,5.0,2,4395,39,55,A2,5.51,33.64,32.74,64.7,2.4,4.0,7.0
1,1,2025,7,14,9,8,1.0,3,4743,32,55,A1,6.48,29.36,28.07,55.5,2.2,4.0,6.0
0,0,2025,7,14,9,8,6.0,4,5400,22,54,B2,0.95,33.61,30.33,0.0,0.0,0.0,0.0
0,1,2025,7,14,9,8,2.0,5,5187,25,54,B1,4.43,16.98,28.95,4.3,3.8,0.0,1.0
0,0,2025,7,14,9,8,3.0,6,4428,39,54,A2,6.12,30.17,45.05,11.1,2.9,0.0,2.0
1,1,2025,7,14,9,9,1.0,1,5091,24,53,A2,5.28,35.4,40.19,70.5,2.6,10.0,2.0
0,0,2025,7,14,9,9,4.0,2,5232,27,52,B1,4.92,21.28,35.25,31.2,3.3,1.0,4.0
