予測勝敗,勝敗,年,月,日,レース場番号,レース番号,着順,枠番,選手登番,年齢,体重,級別,全国勝率,モーター2連率,ボート2連率,コース別複勝率,コース別平均スタート順位,コース別1着回数,コース別2着回数
0,0,2025,7,14,18,1,6.0,3,3233,58,54,B1,4.85,32.73,33.95,5.5,2.7,0.0,1.0
0,0,2025,7,14,18,1,3.0,4,5106,26,52,B1,4.28,46.55,34.15,5.8,5.1,1.0,0.0
0,0,2025,7,14,18,1,5.0,5,3563,55,54,B1,5.53,16.33,32.12,9.0,3.6,1.0,1.0
0,0,2025,7,14,18,1,4.0,6,3784,48,54,B1,4.66,18.87,31.68,0.0,4.1,0.0,0.0
1,1,2025,7,14,18,2,1.0,1,5026,29,55,A1,6.52,18.6,34.36,96.3,3.1,22.0,4.0
1,0,2025,7,14,18,2,4.0,2,4015,45,58,A2,6.68,40.0,28.66,58.3,2.4,3.0,4.0
0,0,2025,7,14,18,2,3.0,3,3333,57,53,A2,5.55,36.21,31.29,29.4,2.9,2.0,3.0
0,1,2025,7,14,18,2,2.0,4,4044,45,52,A1,7.15,46.67,33.13,34.6,2.8,5.0,4.0
0,0,2025,7,14,18,2,5.0,5,3478,54,52,B1,5.01,43.75,44.51,10.5,3.7,0.0,2.0
0,0,2025,7,14,18,2,6.0,6,3662,55,57,A2,5.34,41.67,39.39,0.0,2.3,0.0,0.0
1,0,2025,7,14,18,3,5.0,1,4409,39,56,A2,6.39,23.68,22.98,90.0,2.6,23.0,4.0
0,0,2025,7,14,18,3,6.0,2,5277,23,47,B1,5.24,31.11,28.48,37.0,2.8,3.0,7.0
0,0,2025,7,14,18,3,3.0,3,3839,49,61,B1,4.97,17.65,36.59,40.0,2.3,0.0,4.0
0,1,2025,7,14,18,3,1.0,4,4509,36,53,A1,6.01,16.67,25.95,26.9,3.5,2.0,5.0
0,0,2025,7,14,18,3,4.0,5,5071,30,51,B1,4.58,63.27,29.19,15.3,3.9,2.0,0.0
0,1,2025,7,14,18,3,2.0,6,4713,34,54,A1,6.65,50.0,33.13,20.0,2.8,1.0,3.0
1,1,2025,7,14,18,4,1.0,1,3327,57,52,A1,6.02,31.58,33.54,88.8,2.5,11.0,5.0
1,1,2025,7,14,18,4,2.0,2,4704,37,52,A1,6.3,35.42,38.41,64.0,3.8,5.0,11.0
0,0,2025,7,14,18,4,3.0,3,3690,54,52,B1,4.63,32.73,40.63,50.0,3.3,6.0,6.0
0,0,2025,7,14,18,4,4.0,4,3587,52,60,B1,4.66,39.47,41.88,21.4,3.1,2.0,1.0
0,0,2025,7,14,18,4,5.0,5,5173,23,47,B1,4.96,16.67,34.76,18.1,2.7,0.0,2.0
0,0,2025,7,14,18,4,6.0,6,3977,48,52,B1,4.29,45.61,34.57,13.3,5.3,0.0,2.0
1,0,2025,7,14,18,5,3.0,1,4314,41,51,A2,5.62,40.0,29.09,90.0,2.4,6.0,3.0
0,1,2025,7,14,18,5,2.0,2,4623,40,53,B1,4.45,53.19,30.06,24.0,3.4,1.0,5.0
0,0,2025,7,14,18,5,5.0,3,5106,26,52,B1,4.28,46.55,34.15,23.0,3.8,0.0,3.0
0,1,2025,7,14,18,5,1.0,4,4446,38,54,A1,6.3,13.73,30.86,32.0,3.1,5.0,3.0
0,0,2025,7,14,18,5,4.0,5,3909,51,57,A2,6.75,37.5,36.65,43.4,2.0,2.0,8.0
0,0,2025,7,14,18,5,6.0,6,5003,29,53,B1,3.99,24.32,38.13,0.0,4.2,0.0,0.0
1,1,2025,7,14,18,6,1.0,1,3907,47,55,B1,5.46,38.78,36.42,80.0,3.4,15.0,5.0
0,0,2025,7,14,18,6,3.0,2,3484,53,54,A2,8.5,44.68,33.13,37.5,3.3,1.0,2.0
1,1,2025,7,14,18,6,2.0,3,4566,37,54,A1,7.15,45.65,36.65,66.6,3.3,8.0,8.0
0,0,2025,7,14,18,6,5.0,4,5230,21,44,B2,4.07,19.23,29.88,16.6,4.2,0.0,1.0
0,0,2025,7,14,18,6,4.0,5,3349,57,52,A2,5.99,17.54,35.15,12.5,2.8,0.0,1.0
0,0,2025,7,14,18,6,6.0,6,3741,51,56,B1,3.67,53.33,37.42,0.0,5.1,0.0,0.0
1,1,2025,7,14,18,7,2.0,1,3906,47,61,B1,4.04,34.69,30.3,62.5,2.9,5.0,5.0
1,1,2025,7,14,18,7,1.0,2,4055,47,52,A2,5.85,48.94,30.43,45.8,3.0,6.0,5.0
0,0,2025,7,14,18,7,3.0,3,5165,25,46,B1,5.07,58.97,27.67,30.0,2.6,1.0,5.0
0,0,2025,7,14,18,7,6.0,4,3839,49,61,B1,4.97,17.65,36.59,18.1,2.7,1.0,1.0
0,0,2025,7,14,18,7,4.0,5,5026,29,55,A1,6.52,18.6,34.36,20.0,4.0,1.0,1.0
0,0,2025,7,14,18,7,5.0,6,3233,58,54,B1,4.85,32.73,33.95,5.0,2.0,0.0,1.0
1,1,2025,7,14,18,8,1.0,1,3563,55,54,B1,5.53,16.33,32.12,68.9,2.9,15.0,5.0
0,1,2025,7,14,18,8,2.0,2,4409,39,56,A2,6.39,23.68,22.98,50.0,2.7,2.0,11.0
0,0,2025,7,14,18,8,3.0,3,4015,45,58,A2,6.68,40.0,28.66,40.0,3.0,1.0,3.0
0,0,2025,7,14,18,8,5.0,4,5173,23,47,B1,4.96,16.67,34.76,16.6,2.8,2.0,0.0
0,0,2025,7,14,18,8,4.0,5,3983,47,52,A1,6.57,34.88,36.49,40.0,3.6,3.0,3.0
0,0,2025,7,14,18,8,6.0,6,3175,61,49,B1,4.43,56.52,32.3,7.1,3.7,0.0,1.0
1,0,2025,7,14,18,9,3.0,1,4286,41,48,A2,5.64,18.0,29.63,78.2,2.0,14.0,4.0
1,1,2025,7,14,18,9,1.0,2,4713,34,54,A1,6.65,50.0,33.13,57.8,3.4,2.0,9.0
0,0,2025,7,14,18,9,4.0,3,3661,55,58,A2,5.0,37.5,33.54,22.7,3.6,2.0,3.0
0,0,2025,7,14,18,9,6.0,4,4270,43,63,B1,4.23,21.74,36.42,7.1,3.7,1.0,0.0
0,0,2025,7,14,18,9,5.0,5,5329,21,51,B1,3.41,38.3,30.25,10.7,3.4,1.0,2.0
0,1,2025,7,14,18,9,2.0,6,3333,57,53,A2,5.55,36.21,31.29,27.2,4.2,1.0,2.0
1,0,2025,7,14,18,10,6.0,1,3690,54,52,B1,4.63,32.73,40.63,76.4,3.2,10.0,3.0
1,1,2025,7,14,18,10,1.0,2,4044,45,52,A1,7.15,46.67,33.13,52.9,3.1,2.0,7.0
0,0,2025,7,14,18,10,5.0,3,5071,30,51,B1,4.58,63.27,29.19,26.6,2.5,3.0,1.0
0,0,2025,7,14,18,10,4.0,4,5315,24,48,B1,2.71,29.09,30.13,14.2,2.3,3.0,0.0
0,0,2025,7,14,18,10,3.0,5,4314,41,51,A2,5.62,40.0,29.09,26.6,2.6,1.0,3.0
0,1,2025,7,14,18,10,2.0,6,3484,53,54,A2,8.5,44.68,33.13,22.2,3.0,0.0,2.0
1,1,2025,7,14,18,11,1.0,1,4950,32,52,B1,5.06,23.81,23.9,61.9,3.1,13.0,0.0
0,0,2025,7,14,18,11,4.0,2,3662,55,57,A2,5.34,41.67,39.39,42.1,3.9,4.0,4.0
0,0,2025,7,14,18,11,6.0,3,3784,48,54,B1,4.66,18.87,31.68,33.3,3.0,2.0,4.0
0,1,2025,7,14,18,11,2.0,4,3327,57,52,A1,6.02,31.58,33.54,41.6,3.3,3.0,7.0
0,0,2025,7,14,18,11,5.0,5,5277,23,47,B1,5.24,31.11,28.48,27.7,2.6,0.0,5.0
0,0,2025,7,14,18,11,3.0,6,4446,38,54,A1,6.3,13.73,30.86,10.5,3.6,0.0,2.0
1,1,2025,7,14,18,12,1.0,1,3983,47,52,A1,6.57,34.88,36.49,76.1,2.8,14.0,2.0
0,0,2025,7,14,18,12,3.0,2,3909,51,57,A2,6.75,37.5,36.65,45.4,2.7,3.0,7.0
0,1,2025,7,14,18,12,2.0,3,4055,47,52,A2,5.85,48.94,30.43,27.2,3.5,3.0,3.0
1,0,2025,7,14,18,12,6.0,4,4566,37,54,A1,7.15,45.65,36.65,55.5,2.5,6.0,4.0
0,0,2025,7,14,18,12,4.0,5,4509,36,53,A1,6.01,16.67,25.95,25.0,3.7,2.0,3.0
0,0,2025,7,14,18,12,5.0,6,4704,37,52,A1,6.3,35.42,38.41,10.5,4.1,0.0,2.0
1,0,2025,7,14,16,1,6.0,1,5245,23,53,B1,5.14,38.73,45.31,52.6,3.9,6.0,4.0
0,0,2025,7,14,16,1,4.0,2,5282,22,52,B1,4.25,27.46,23.81,16.6,3.8,1.0,1.0
0,1,2025,7,14,16,1,1.0,3,5098,29,53,B1,4.82,31.91,26.23,20.0,2.6,1.0,2.0
0,1,2025,7,14,16,1,2.0,4,5236,26,53,B1,2.79,33.33,27.13,22.2,3.6,3.0,1.0
0,0,2025,7,14,16,1,5.0,5,5103,27,54,B1,3.88,24.03,27.48,0.0,3.3,0.0,0.0
0,0,2025,7,14,16,1,3.0,6,5352,20,56,B1,3.3,29.29,32.31,4.7,4.1,0.0,3.0
0,1,2025,7,14,16,2,1.0,1,5286,26,49,B1,4.14,28.99,25.2,44.4,2.3,2.0,2.0
0,0,2025,7,14,16,2,6.0,2,5252,22,53,B1,5.56,33.33,36.92,29.4,3.4,1.0,4.0
0,0,2025,7,14,16,2,3.0,3,5152,29,51,B1,3.65,32.86,34.38,23.0,4.7,0.0,3.0
0,1,2025,7,14,16,2,2.0,4,5190,24,52,B1,3.71,29.37,23.21,18.7,5.1,2.0,1.0
0,0,2025,7,14,16,2,5.0,5,5339,24,51,B1,4.34,27.91,26.56,20.6,3.5,1.0,5.0
0,0,2025,7,14,16,2,4.0,6,5246,23,52,B1,4.59,40.56,42.19,5.0,4.3,0.0,1.0
1,1,2025,7,14,16,3,1.0,1,5120,24,57,B1,4.61,38.69,24.79,70.0,3.3,5.0,2.0
0,0,2025,7,14,16,3,6.0,2,5090,24,53,B1,4.93,21.43,24.17,25.0,3.5,2.0,3.0
1,1,2025,7,14,16,3,2.0,3,5256,21,51,A2,6.37,27.97,35.66,72.2,4.0,5.0,8.0
0,0,2025,7,14,16,3,4.0,4,5139,25,53,B1,6.34,25.35,29.69,53.8,4.1,2.0,5.0
0,0,2025,7,14,16,3,5.0,5,5275,23,52,B1,4.87,29.2,34.09,33.3,2.7,4.0,3.0
0,0,2025,7,14,16,3,3.0,6,5018,26,54,A1,6.37,34.78,36.36,11.7,4.8,0.0,2.0
0,1,2025,7,14,16,4,1.0,1,5206,27,53,B1,4.96,29.92,28.23,42.8,2.9,4.0,2.0
0,0,2025,7,14,16,4,3.0,2,5016,27,53,A1,5.88,23.78,40.31,50.0,2.7,2.0,7.0
0,0,2025,7,14,16,4,6.0,3,5308,20,54,B1,3.36,30.94,29.13,18.7,3.9,1.0,2.0
0,0,2025,7,14,16,4,4.0,4,5279,22,52,B1,4.98,32.87,30.4,35.7,2.2,4.0,1.0
0,0,2025,7,14,16,4,5.0,5,5386,19,54,B2,1.47,24.22,31.54,0.0,2.5,0.0,0.0
0,1,2025,7,14,16,4,2.0,6,5234,26,53,B1,4.93,36.81,34.38,15.7,4.5,0.0,3.0
1,0,2025,7,14,16,5,4.0,1,5214,26,54,B1,5.24,42.66,32.82,50.0,5.2,3.0,2.0
1,1,2025,7,14,16,5,1.0,2,5114,25,53,A2,5.57,38.73,37.1,56.2,2.7,5.0,4.0
0,0,2025,7,14,16,5,6.0,3,5010,28,54,A2,5.67,31.91,35.66,35.2,2.6,1.0,5.0
0,1,2025,7,14,16,5,2.0,4,5183,26,55,B1,4.84,25.74,26.72,25.0,3.2,1.0,3.0
0,0,2025,7,14,16,5,5.0,5,5382,20,51,B2,2.06,27.21,31.01,0.0,5.0,0.0,0.0
0,0,2025,7,14,16,5,3.0,6,5042,26,53,A1,6.81,23.02,30.47,20.0,3.2,2.0,1.0
1,1,2025,7,14,16,6,2.0,1,5269,24,52,B1,5.41,28.06,31.25,65.0,2.8,10.0,3.0
1,1,2025,7,14,16,6,1.0,2,5095,31,52,A2,5.81,47.89,27.05,62.5,3.3,3.0,7.0
0,0,2025,7,14,16,6,5.0,3,5282,22,52,B1,4.25,27.46,23.81,29.4,3.6,2.0,3.0
0,0,2025,7,14,16,6,3.0,4,5126,28,51,A2,6.46,35.46,34.11,27.7,3.5,3.0,2.0
0,0,2025,7,14,16,6,4.0,5,5112,25,53,A1,6.89,40.29,39.39,30.4,3.9,2.0,5.0
0,0,2025,7,14,16,6,6.0,6,5368,23,51,B1,2.36,39.72,37.31,2.5,3.5,1.0,1.0
1,0,2025,7,14,16,7,3.0,1,5185,25,54,B1,5.15,30.88,40.16,85.0,1.6,14.0,3.0
0,0,2025,7,14,16,7,6.0,2,5359,19,53,B1,2.12,32.39,39.53,0.0,0.0,0.0,0.0
0,0,2025,7,14,16,7,5.0,3,5090,24,53,B1,4.93,21.43,24.17,26.3,2.9,3.0,2.0
0,1,2025,7,14,16,7,1.0,4,5252,22,53,B1,5.56,33.33,36.92,12.5,2.8,2.0,0.0
0,0,2025,7,14,16,7,4.0,5,5236,26,53,B1,2.79,33.33,27.13,0.0,4.0,0.0,0.0
0,1,2025,7,14,16,7,2.0,6,5142,24,51,A1,7.13,29.71,37.7,5.2,3.4,0.0,1.0
1,1,2025,7,14,16,8,1.0,1,5093,23,53,A2,5.54,37.5,28.57,88.8,2.6,8.0,0.0
0,0,2025,7,14,16,8,5.0,2,5103,27,54,B1,3.88,24.03,27.48,7.1,4.0,0.0,1.0
0,1,2025,7,14,16,8,2.0,3,5120,24,57,B1,4.61,38.69,24.79,45.4,3.6,0.0,5.0
0,0,2025,7,14,16,8,3.0,4,5339,24,51,B1,4.34,27.91,26.56,23.5,2.6,2.0,2.0
0,0,2025,7,14,16,8,6.0,5,5308,20,54,B1,3.36,30.94,29.13,12.5,4.0,1.0,1.0
0,0,2025,7,14,16,8,4.0,6,5217,25,52,A1,7.2,25.98,36.92,30.0,3.7,2.0,4.0
1,1,2025,7,14,16,9,1.0,1,5102,27,52,A2,5.03,27.94,35.88,76.9,2.5,9.0,1.0
0,1,2025,7,14,16,9,2.0,2,5279,22,52,B1,4.98,32.87,30.4,28.5,2.4,1.0,5.0
1,0,2025,7,14,16,9,3.0,3,5018,26,54,A1,6.37,34.78,36.36,66.6,3.3,7.0,7.0
0,0,2025,7,14,16,9,4.0,4,5374,22,51,B2,1.56,25.58,37.5,0.0,0.0,0.0,0.0
1,1,2025,7,14,16,10,2.0,1,5234,26,53,B1,4.93,36.81,34.38,64.7,3.3,10.0,1.0
0,0,2025,7,14,16,10,6.0,2,5275,23,52,B1,4.87,29.2,34.09,33.3,3.6,1.0,5.0
0,0,2025,7,14,16,10,3.0,3,5126,28,51,A2,6.46,35.46,34.11,47.0,3.8,4.0,4.0
0,0,2025,7,14,16,10,4.0,4,5286,26,49,B1,4.14,28.99,25.2,5.5,3.2,0.0,1.0
0,1,2025,7,14,16,10,1.0,5,5245,23,53,B1,5.14,38.73,45.31,34.7,3.3,2.0,6.0
0,0,2025,7,14,16,10,5.0,6,5114,25,53,A2,5.57,38.73,37.1,6.2,4.6,0.0,1.0
1,1,2025,7,14,16,11,1.0,1,5042,26,53,A1,6.81,23.02,30.47,79.1,2.0,19.0,0.0
1,1,2025,7,14,16,11,2.0,2,5112,25,53,A1,6.89,40.29,39.39,57.6,3.3,9.0,6.0
0,0,2025,7,14,16,11,3.0,3,5214,26,54,B1,5.24,42.66,32.82,35.2,4.1,1.0,5.0
0,0,2025,7,14,16,11,6.0,4,5256,21,51,A2,6.37,27.97,35.66,20.0,3.6,2.0,2.0
0,0,2025,7,14,16,11,4.0,5,5016,27,53,A1,5.88,23.78,40.31,11.7,3.2,2.0,0.0
0,0,2025,7,14,16,11,5.0,6,5185,25,54,B1,5.15,30.88,40.16,8.7,2.8,0.0,2.0
1,0,2025,7,14,16,12,5.0,1,5142,24,51,A1,7.13,29.71,37.7,94.5,2.1,29.0,6.0
1,1,2025,7,14,16,12,2.0,2,5139,25,53,B1,6.34,25.35,29.69,57.1,3.6,2.0,2.0
0,1,2025,7,14,16,12,1.0,3,5093,23,53,A2,5.54,37.5,28.57,37.5,2.4,2.0,4.0
0,0,2025,7,14,16,12,4.0,4,5010,28,54,A2,5.67,31.91,35.66,47.8,2.3,8.0,3.0
0,0,2025,7,14,16,12,3.0,5,5269,24,52,B1,5.41,28.06,31.25,19.2,3.3,2.0,3.0
0,0,2025,7,14,16,12,6.0,6,5206,27,53,B1,4.96,29.92,28.23,6.6,2.0,0.0,1.0
1,1,2025,7,14,15,1,1.0,1,4259,41,54,B1,5.53,39.89,0.0,73.0,1.8,13.0,6.0
0,0,2025,7,14,15,1,4.0,2,3730,53,53,B1,4.9,38.97,0.0,26.3,3.4,1.0,4.0
0,1,2025,7,14,15,1,2.0,3,3948,49,53,B1,4.1,30.89,0.0,21.4,3.5,3.0,0.0
0,0,2025,7,14,15,1,6.0,4,4846,31,52,B1,3.59,32.45,0.0,5.8,3.5,0.0,1.0
0,0,2025,7,14,15,1,3.0,5,3892,49,53,B1,5.43,41.03,0.0,19.0,3.6,1.0,3.0
0,0,2025,7,14,15,1,5.0,6,4423,36,54,B1,5.5,29.56,0.0,12.5,4.3,1.0,1.0
1,1,2025,7,14,15,2,1.0,1,4410,39,51,B1,4.98,32.28,0.0,76.4,2.5,6.0,7.0
0,0,2025,7,14,15,2,5.0,2,3054,62,58,B1,5.26,33.88,0.0,50.0,3.1,0.0,5.0
0,1,2025,7,14,15,2,2.0,3,4272,43,56,B1,5.15,40.21,0.0,18.1,2.8,1.0,3.0
0,0,2025,7,14,15,2,4.0,4,4112,45,52,B1,4.9,27.13,0.0,30.0,4.0,0.0,3.0
0,0,2025,7,14,15,2,6.0,5,3578,52,50,B1,4.66,45.74,0.0,18.7,4.1,1.0,2.0
0,0,2025,7,14,15,2,3.0,6,4017,45,46,A2,5.79,39.58,0.0,4.5,4.3,0.0,1.0
0,1,2025,7,14,15,3,1.0,1,4464,39,43,B1,4.9,28.88,0.0,33.3,3.3,3.0,1.0
0,0,2025,7,14,15,3,4.0,2,5358,19,48,B1,2.33,31.22,0.0,0.0,0.0,0.0,0.0
0,0,2025,7,14,15,3,5.0,3,5061,28,52,B1,2.95,30.0,0.0,28.5,3.5,1.0,3.0
0,1,2025,7,14,15,3,2.0,4,4488,39,53,A1,6.68,31.55,0.0,50.0,3.1,3.0,8.0
0,0,2025,7,14,15,3,6.0,5,5067,26,59,B1,4.43,27.75,0.0,15.7,3.5,1.0,2.0
0,0,2025,7,14,15,3,3.0,6,4845,32,47,A2,6.49,45.0,0.0,0.0,3.3,0.0,0.0
1,1,2025,7,14,15,4,1.0,1,4581,35,52,A2,6.18,30.61,0.0,75.0,2.1,17.0,4.0
0,0,2025,7,14,15,4,4.0,2,4234,41,58,B1,4.4,25.44,0.0,18.7,3.8,1.0,2.0
0,0,2025,7,14,15,4,3.0,3,3568,54,54,B1,4.11,42.11,0.0,33.3,3.7,4.0,2.0
0,0,2025,7,14,15,4,5.0,4,3664,55,59,B1,4.88,27.78,0.0,14.2,3.5,3.0,0.0
0,1,2025,7,14,15,4,2.0,5,4590,32,49,A1,7.19,29.12,0.0,25.0,3.3,0.0,3.0
0,0,2025,7,14,15,4,6.0,6,4027,47,55,A2,5.87,33.16,0.0,0.0,4.3,0.0,0.0
1,0,2025,7,14,15,5,6.0,1,3930,49,55,A2,5.71,39.18,0.0,76.9,2.5,9.0,1.0
0,1,2025,7,14,15,5,1.0,2,3948,49,53,B1,4.1,30.89,0.0,20.0,4.6,2.0,2.0
0,0,2025,7,14,15,5,5.0,3,4695,39,54,B1,5.27,42.11,0.0,26.0,3.3,1.0,5.0
0,1,2025,7,14,15,5,2.0,4,5289,24,52,B1,4.45,35.75,0.0,26.3,3.5,1.0,4.0
0,0,2025,7,14,15,5,4.0,5,4546,37,46,A1,6.59,26.32,0.0,47.0,3.2,0.0,8.0
0,0,2025,7,14,15,5,3.0,6,3719,50,52,A1,7.19,40.74,0.0,30.7,4.5,1.0,3.0
1,1,2025,7,14,15,6,1.0,1,4932,29,53,A1,7.21,35.64,0.0,84.0,2.9,17.0,4.0
0,0,2025,7,14,15,6,3.0,2,3892,49,53,B1,5.43,41.03,0.0,47.0,2.9,2.0,6.0
0,0,2025,7,14,15,6,4.0,3,4231,42,55,B1,5.77,46.84,0.0,35.4,4.0,5.0,6.0
0,1,2025,7,14,15,6,2.0,4,3837,50,53,A2,6.15,29.57,0.0,25.0,3.3,3.0,3.0
0,0,2025,7,14,15,6,5.0,5,4074,44,51,A1,7.37,32.64,0.0,13.0,3.1,2.0,1.0
0,0,2025,7,14,15,6,6.0,6,5360,18,47,B2,2.26,28.42,0.0,2.1,4.5,0.0,1.0
1,1,2025,7,14,15,7,1.0,1,4090,44,54,A2,6.3,27.17,0.0,90.6,2.0,25.0,4.0
0,0,2025,7,14,15,7,4.0,2,3578,52,50,B1,4.66,45.74,0.0,35.0,3.3,1.0,6.0
1,0,2025,7,14,15,7,3.0,3,4209,42,57,A2,5.65,34.03,0.0,58.3,2.9,3.0,11.0
0,0,2025,7,14,15,7,6.0,4,4697,38,50,B1,4.29,35.48,0.0,27.7,3.4,2.0,3.0
0,0,2025,7,14,15,7,5.0,5,3730,53,53,B1,4.9,38.97,0.0,14.2,3.7,0.0,3.0
0,1,2025,7,14,15,7,2.0,6,4852,30,51,A1,6.9,37.91,0.0,38.1,3.3,3.0,5.0
1,1,2025,7,14,15,8,1.0,1,4263,41,58,A1,6.31,43.68,0.0,92.3,2.6,20.0,4.0
0,0,2025,7,14,15,8,3.0,2,3621,51,57,A2,5.73,33.16,0.0,33.3,3.3,2.0,4.0
0,0,2025,7,14,15,8,4.0,3,4423,36,54,B1,5.5,29.56,0.0,33.3,4.5,1.0,4.0
0,1,2025,7,14,15,8,2.0,4,4017,45,46,A2,5.79,39.58,0.0,25.0,2.7,2.0,4.0
0,0,2025,7,14,15,8,6.0,5,3054,62,58,B1,5.26,33.88,0.0,33.3,2.9,3.0,2.0
0,0,2025,7,14,15,8,5.0,6,5358,19,48,B1,2.33,31.22,0.0,2.5,4.1,0.0,1.0
1,1,2025,7,14,15,9,1.0,1,4845,32,47,A2,6.49,45.0,0.0,73.9,2.6,14.0,3.0
1,0,2025,7,14,15,9,5.0,2,4546,37,46,A1,6.59,26.32,0.0,64.0,3.2,7.0,9.0
0,1,2025,7,14,15,9,2.0,3,4112,45,52,B1,4.9,27.13,0.0,33.3,3.9,0.0,4.0
0,0,2025,7,14,15,9,3.0,4,3568,54,54,B1,4.11,42.11,0.0,7.6,4.2,0.0,1.0
0,0,2025,7,14,15,9,4.0,5,4259,41,54,B1,5.53,39.89,0.0,4.3,3.6,0.0,1.0
0,0,2025,7,14,15,9,6.0,6,3930,49,55,A2,5.71,39.18,0.0,0.0,4.4,0.0,0.0
1,1,2025,7,14,15,10,2.0,1,3719,50,52,A1,7.19,40.74,0.0,95.4,3.1,17.0,4.0
0,1,2025,7,14,15,10,1.0,2,4074,44,51,A1,7.37,32.64,0.0,40.0,3.6,4.0,4.0
0,0,2025,7,14,15,10,3.0,3,4488,39,53,A1,6.68,31.55,0.0,26.6,2.7,0.0,4.0
0,0,2025,7,14,15,10,5.0,4,4590,32,49,A1,7.19,29.12,0.0,46.6,3.7,1.0,6.0
0,0,2025,7,14,15,10,6.0,5,4410,39,51,B1,4.98,32.28,0.0,0.0,3.7,0.0,0.0
0,0,2025,7,14,15,10,4.0,6,4932,29,53,A1,7.21,35.64,0.0,30.4,4.1,0.0,7.0
1,1,2025,7,14,15,11,1.0,3,3837,50,53,A2,6.15,29.57,0.0,64.7,2.5,3.0,8.0
0,0,2025,7,14,15,11,3.0,4,4231,42,55,B1,5.77,46.84,0.0,20.6,3.3,1.0,5.0
0,1,2025,7,14,15,11,2.0,5,4581,35,52,A2,6.18,30.61,0.0,22.2,3.1,2.0,2.0
0,0,2025,7,14,15,11,4.0,6,4090,44,54,A2,6.3,27.17,0.0,10.0,3.5,0.0,2.0
1,0,2025,7,14,15,12,4.0,1,4209,42,57,A2,5.65,34.03,0.0,70.5,4.4,9.0,3.0
0,0,2025,7,14,15,12,5.0,2,3664,55,59,B1,4.88,27.78,0.0,52.6,3.7,2.0,8.0
0,0,2025,7,14,15,12,6.0,3,3621,51,57,A2,5.73,33.16,0.0,42.8,2.0,4.0,2.0
0,1,2025,7,14,15,12,1.0,4,4027,47,55,A2,5.87,33.16,0.0,50.0,2.6,5.0,4.0
0,1,2025,7,14,15,12,2.0,5,5289,24,52,B1,4.45,35.75,0.0,14.8,3.6,0.0,4.0
0,0,2025,7,14,15,12,3.0,6,4272,43,56,B1,5.15,40.21,0.0,5.5,3.4,0.0,1.0
0,1,2025,7,14,13,1,2.0,1,3600,55,51,B1,3.86,35.29,27.85,35.7,3.9,4.0,1.0
0,0,2025,7,14,13,1,3.0,2,3353,57,53,B2,4.66,32.94,26.58,0.0,3.1,0.0,0.0
0,1,2025,7,14,13,1,1.0,3,3556,52,54,A1,6.96,39.76,35.21,47.0,2.8,2.0,6.0
0,0,2025,7,14,13,1,4.0,4,3796,52,54,B1,5.23,39.77,37.66,29.6,2.7,2.0,6.0
0,0,2025,7,14,13,1,5.0,5,3226,59,50,B1,4.07,32.14,38.55,0.0,4.4,0.0,0.0
0,0,2025,7,14,13,1,6.0,6,3377,57,55,B2,4.41,26.51,30.0,0.0,4.6,0.0,0.0
1,1,2025,7,14,13,2,1.0,1,3514,58,53,B2,5.55,42.35,34.15,81.8,3.4,8.0,1.0
0,0,2025,7,14,13,2,4.0,2,3852,52,53,B1,5.54,36.78,34.62,35.7,3.1,3.0,7.0
0,1,2025,7,14,13,2,2.0,3,3714,50,56,B1,4.12,44.58,49.38,42.1,3.4,1.0,7.0
0,0,2025,7,14,13,2,6.0,4,3912,51,52,A2,5.62,46.34,39.24,41.1,2.5,1.0,6.0
0,0,2025,7,14,13,2,3.0,5,3746,50,52,A2,6.11,36.67,30.49,22.2,4.1,1.0,5.0
0,0,2025,7,14,13,2,5.0,6,3489,58,53,A2,5.72,40.7,23.75,0.0,5.1,0.0,0.0
1,1,2025,7,14,13,3,1.0,1,3915,51,52,A2,5.57,47.13,35.53,75.0,3.4,15.0,3.0
0,0,2025,7,14,13,3,3.0,2,3246,60,53,B1,3.78,31.87,34.57,31.2,3.1,1.0,4.0
1,0,2025,7,14,13,3,4.0,3,3931,49,51,B2,6.0,37.08,38.46,66.6,2.2,1.0,3.0
0,1,2025,7,14,13,3,2.0,4,3654,51,52,A1,7.15,27.91,23.46,22.2,3.1,0.0,6.0
0,0,2025,7,14,13,3,5.0,5,3352,57,50,B1,4.38,32.14,22.5,100.0,3.5,0.0,2.0
0,0,2025,7,14,13,3,6.0,6,3257,58,51,B1,6.68,29.41,40.0,0.0,0.0,0.0,0.0
1,1,2025,7,14,13,4,1.0,1,4102,46,52,A2,6.65,47.06,28.75,89.6,2.2,21.0,5.0
0,0,2025,7,14,13,4,4.0,2,3850,53,53,B1,4.59,46.43,43.04,46.6,2.7,2.0,5.0
0,0,2025,7,14,13,4,3.0,3,4025,47,52,A1,6.47,19.51,32.0,50.0,3.5,5.0,6.0
0,0,2025,7,14,13,4,5.0,4,3935,47,56,B1,5.3,42.68,45.57,20.0,3.8,2.0,1.0
0,0,2025,7,14,13,4,6.0,5,4108,45,50,B2,5.5,31.33,42.5,33.3,3.7,1.0,2.0
0,1,2025,7,14,13,4,2.0,6,3517,57,58,A2,5.48,53.57,32.93,0.0,2.8,0.0,0.0
1,1,2025,7,14,13,5,1.0,1,3158,60,53,A2,5.66,32.58,23.08,84.6,2.4,17.0,5.0
